"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"Maine"	"California"	5451	4218	1580	1099	997	326	1	16	467	2411	1233	2	15	24	8	34	36	21	89	9	72	27	5	11	19
"Utah"	"New York"	5417	3872	1507	1290	1389	224	7	72	323	1857	1545	8	39	35	6	287	55	7	52	24	24	21	5	15	25
"Massachusetts"	"Oregon"	5410	4418	1583	1116	1311	280	8	12	348	2459	992	4	8	11	8	38	14	10	83	3	9	5	27	7	12
"Colorado"	"New Jersey"	5404	4750	1421	1811	1057	388	10	156	561	2578	654	0	3	8	1	35	11	1	38	10	16	8	3	1	14
"California"	"Vermont"	5387	5107	457	904	273	138	1	13	249	4433	280	1	0	0	0	12	7	0	21	1	1	4	3	2	3
"Ohio"	"Utah"	5380	4325	1356	1462	842	442	11	100	264	2666	1055	11	6	16	11	25	21	1	51	7	49	13	5	7	33
"Connecticut"	"Michigan"	5371	3504	1057	1361	809	366	0	40	326	1963	1867	5	2	17	6	22	16	1	34	5	27	22	5	8	13
"Pennsylvania"	"Arkansas"	5361	4457	1450	1763	832	138	43	154	801	2489	904	6	2	13	5	15	9	0	85	8	21	9	8	6	26
"Mississippi"	"South Carolina"	5360	4282	1546	1969	872	915	9	36	510	1940	1078	2	8	18	1	58	16	2	100	25	8	21	4	9	10
"Mississippi"	"Colorado"	5353	4425	1901	1467	1035	587	22	101	458	2222	928	10	9	95	21	27	11	8	74	9	12	3	9	4	9
"Kansas"	"Michigan"	5348	3667	1238	1293	926	126	11	78	372	2154	1681	2	9	10	2	35	15	2	41	5	18	11	0	4	8
"Virginia"	"Idaho"	5298	4362	861	2024	559	158	6	136	218	3285	936	5	0	4	1	8	2	0	31	4	1	3	5	1	15
"Michigan"	"Mississippi"	5289	4434	1783	1376	1220	350	4	36	469	2355	855	5	2	8	5	16	5	1	69	4	5	16	0	1	16
"Washington"	"Wyoming"	5269	4458	712	1282	431	112	2	13	287	3613	811	7	0	4	5	27	7	2	95	20	5	2	3	8	15
"Missouri"	"Montana"	5262	4478	879	1321	494	191	9	27	327	3430	784	1	0	4	8	16	24	2	47	5	14	2	2	1	11
"Missouri"	"New Jersey"	5250	4757	1429	2056	1029	435	10	210	924	2149	493	3	8	15	1	29	6	4	37	11	23	1	1	2	12
"Arizona"	"District of Columbia"	5248	3901	1905	1419	1609	406	5	150	423	1308	1347	2	17	47	14	62	18	2	44	32	1	3	7	18	10
"Iowa"	"Kansas"	5242	4255	1420	1651	1057	163	41	114	506	2374	987	5	10	6	5	27	13	4	64	2	11	4	1	3	18
"Wisconsin"	"Kentucky"	5239	4343	1653	1607	1081	245	36	77	498	2406	896	1	6	17	12	38	24	1	85	1	27	12	2	10	13
"Massachusetts"	"Minnesota"	5224	4211	1242	2092	982	250	11	166	841	1961	1013	0	13	15	6	36	24	2	68	4	23	7	4	4	6
"Alabama"	"Indiana"	5220	3988	1868	1518	1421	199	33	41	391	1903	1232	5	5	29	7	91	10	4	106	7	13	4	2	9	23
"Louisiana"	"South Carolina"	5203	4393	1450	1742	759	655	3	92	494	2390	810	6	8	12	6	33	9	0	20	5	16	9	7	3	29
"Indiana"	"New Jersey"	5199	4426	1835	1862	1154	529	7	100	646	1990	773	4	4	7	1	34	17	5	38	6	24	9	1	1	20
"New Hampshire"	"Arizona"	5175	4407	1680	1326	1043	279	0	93	407	2585	768	0	2	9	2	40	20	8	90	6	15	2	1	15	12
"Massachusetts"	"District of Columbia"	5170	3291	1899	744	1796	290	8	21	297	879	1879	6	17	61	12	71	44	12	117	27	3	7	20	6	7
"Maine"	"Texas"	5169	4139	1165	1460	846	123	3	40	351	2776	1030	3	6	24	9	31	16	2	76	10	55	23	12	4	18
"Tennessee"	"Iowa"	5167	3957	1067	1889	708	120	19	66	808	2236	1210	0	3	11	5	48	7	0	52	8	12	5	2	2	25
"Pennsylvania"	"New Mexico"	5166	4338	1089	1185	784	207	11	35	290	3011	828	1	4	16	5	40	6	2	81	10	27	8	9	10	21
"District of Columbia"	"Alabama"	5155	4230	1514	1610	1045	462	8	38	435	2242	925	3	4	19	5	36	18	5	95	8	8	2	3	5	24
"Indiana"	"Iowa"	5151	4030	1323	1634	839	161	19	63	599	2349	1121	1	5	10	3	24	15	2	117	3	14	7	1	4	16
"New Jersey"	"Wisconsin"	5148	3928	1404	1400	1097	294	37	56	433	2011	1220	5	21	21	9	29	16	8	71	7	43	19	6	15	42
"Missouri"	"New Mexico"	5142	4233	1061	1428	646	202	9	25	316	3035	909	5	10	24	5	39	12	2	50	10	12	6	3	3	43
"North Carolina"	"Iowa"	5140	4106	1106	1627	712	322	10	125	470	2467	1034	1	4	12	8	29	51	1	35	8	19	5	0	19	14
"Texas"	"North Dakota"	5100	3920	1694	928	1155	58	5	88	424	2190	1180	3	1	17	20	20	11	4	48	1	16	0	2	9	27
"Rhode Island"	"South Carolina"	5098	4516	946	2337	438	1083	6	30	331	2628	582	0	1	16	1	18	10	1	113	2	3	3	0	2	13
"Iowa"	"Indiana"	5081	3997	1403	1895	902	190	23	96	583	2203	1084	7	8	31	11	44	14	9	68	2	38	4	2	8	30
"Nevada"	"Louisiana"	5071	3791	1187	961	720	99	4	20	313	2635	1280	5	150	12	14	21	40	4	104	85	17	10	5	3	15
"Iowa"	"Alabama"	5060	4227	1128	2179	414	1527	4	24	373	1885	833	1	5	23	13	8	47	3	94	1	13	4	0	5	18
"Virginia"	"Iowa"	5056	4014	1060	1736	769	132	28	122	356	2607	1042	3	4	9	4	59	5	3	63	2	17	27	11	3	24
"Ohio"	"Mississippi"	5049	4177	1486	1603	829	318	4	97	487	2442	872	6	0	18	9	31	11	1	97	6	2	8	0	0	30
"Vermont"	"North Carolina"	5048	4250	1226	1496	757	311	3	62	459	2658	798	3	3	12	4	66	27	4	67	9	19	2	7	3	4
"Kansas"	"Alabama"	5042	4296	1356	2110	595	1216	23	18	578	1866	746	3	1	18	5	14	45	2	108	2	14	2	1	15	8
"Ohio"	"Iowa"	5042	3803	1554	1261	1149	224	8	81	531	1810	1239	3	8	31	2	40	27	0	147	10	24	10	3	5	10
"Pennsylvania"	"Utah"	5040	3944	1379	1395	951	424	7	114	333	2115	1096	6	17	12	9	38	13	2	58	12	55	13	5	5	26
"Pennsylvania"	"Montana"	5008	4163	734	1453	400	159	0	18	386	3200	845	2	4	8	6	9	3	3	61	9	11	8	3	1	10
"South Carolina"	"Missouri"	4991	4348	2586	1065	2230	138	15	53	284	1628	643	2	5	21	11	26	13	4	52	5	10	2	3	3	13
"Indiana"	"Massachusetts"	4968	3518	1333	1187	1108	320	9	24	347	1710	1450	9	11	56	3	110	27	12	70	2	18	14	23	9	18
"Delaware"	"Ohio"	4953	2369	419	1070	329	170	1	18	291	1560	2584	1	2	2	4	16	8	1	604	667	9	8	0	4	34
"Tennessee"	"West Virginia"	4943	3845	1135	1562	485	80	4	112	666	2498	1098	2	0	8	2	26	24	0	248	8	1	7	0	2	13
"Ohio"	"Arkansas"	4941	4118	1367	1800	796	139	23	25	649	2486	823	2	1	12	8	21	8	4	68	10	14	15	4	8	16
"Kansas"	"Nevada"	4939	4043	1780	1377	1039	321	4	123	332	2224	896	31	2	8	7	27	6	5	52	63	24	8	7	8	31
"Oklahoma"	"Iowa"	4929	4050	771	1904	458	61	16	29	747	2739	879	2	2	10	1	13	14	7	62	2	39	2	1	4	19
"Washington"	"New Hampshire"	4922	4269	549	2620	359	291	24	201	142	3252	653	0	1	5	0	431	1	0	16	1	0	1	1	1	8
"North Carolina"	"Delaware"	4922	3650	1236	1521	788	285	5	146	407	2019	1272	0	0	6	6	10	18	0	31	7	1	6	1	0	6
"Oklahoma"	"Oregon"	4921	4168	1614	1070	1097	128	20	37	334	2552	753	3	5	7	6	30	14	2	48	4	3	5	6	2	14
"Arkansas"	"New York"	4920	3596	1645	999	1507	143	6	51	264	1625	1324	9	32	17	72	132	28	3	63	19	16	19	4	5	12
"Oregon"	"Wisconsin"	4910	3855	1122	1399	808	177	20	38	331	2481	1055	1	42	41	0	23	5	1	48	5	22	7	0	6	30
"Ohio"	"Maine"	4901	4349	999	1793	612	276	3	25	675	2758	552	0	1	9	11	3	14	4	31	2	7	6	0	6	13
"Minnesota"	"Idaho"	4896	4240	1217	1256	813	216	8	66	498	2639	656	6	0	8	9	21	14	0	34	4	4	0	1	10	9
"Oregon"	"New Mexico"	4895	4229	748	1216	434	123	2	4	245	3421	666	4	10	15	2	36	0	0	15	4	12	4	7	8	21
"Rhode Island"	"Maine"	4888	4637	573	1902	292	372	2	6	404	3561	251	7	3	1	0	4	3	0	33	4	0	1	3	0	5
"New Jersey"	"Oregon"	4885	3867	1412	1126	1042	241	16	41	322	2205	1018	7	8	11	5	34	22	7	64	4	9	4	4	8	15
"Oklahoma"	"Michigan"	4848	2995	895	1110	611	154	13	39	325	1853	1853	1	6	5	3	17	11	1	28	3	11	2	1	3	15
"Alaska"	"Idaho"	4847	4277	528	1609	377	210	20	204	174	3292	570	2	0	6	18	8	14	8	26	11	4	0	3	6	20
"Oregon"	"Alaska"	4842	3749	588	1255	340	105	8	22	253	3021	1093	5	0	4	10	7	1	9	54	11	5	2	1	0	25
"Montana"	"Nevada"	4823	3740	966	1312	486	476	12	80	253	2433	1083	7	5	7	13	65	7	11	67	43	5	17	0	9	120
"Maryland"	"Montana"	4800	3710	562	1267	273	115	9	16	436	2861	1090	2	2	6	10	34	4	2	44	13	6	4	4	3	20
"Pennsylvania"	"Vermont"	4795	4440	830	1139	496	368	1	34	384	3157	355	3	1	3	5	4	5	1	35	2	3	1	6	4	0
"South Dakota"	"Wyoming"	4768	4025	879	1015	503	26	0	7	341	3148	743	0	0	11	4	10	4	0	69	5	2	0	0	0	7
"Missouri"	"Wyoming"	4749	4065	775	1077	450	79	4	12	259	3261	684	1	0	11	1	14	9	2	31	5	2	0	0	0	5
"Mississippi"	"Arizona"	4733	4082	934	2418	500	1716	18	33	217	1598	651	2	4	7	10	93	1	2	66	2	17	3	2	1	15
"Michigan"	"Arkansas"	4730	4008	1341	1120	803	157	32	33	409	2574	722	1	5	11	5	27	5	4	67	10	12	8	1	6	17
"Nebraska"	"Georgia"	4724	3594	2002	907	1212	134	6	111	482	1649	1130	10	11	31	25	46	16	0	58	2	8	7	3	16	27
"Massachusetts"	"Kentucky"	4721	4052	1474	1336	1022	296	19	50	426	2239	669	2	3	12	8	17	7	0	39	3	12	2	1	2	16
"Illinois"	"Wyoming"	4716	4096	784	1351	480	134	4	84	259	3135	620	3	0	18	2	11	14	1	51	81	7	0	1	0	4
"Maine"	"South Carolina"	4705	4326	974	1866	424	1020	21	24	252	2585	379	0	3	11	2	11	4	3	45	3	4	11	0	0	8
"North Dakota"	"Idaho"	4702	3672	900	1308	476	90	18	40	467	2581	1030	4	1	13	11	23	12	7	44	0	3	2	2	6	26
"District of Columbia"	"Indiana"	4688	3842	2101	1121	1532	139	26	56	529	1560	846	1	3	34	6	36	10	5	60	3	11	2	0	2	23
"Washington"	"Rhode Island"	4683	3419	222	2351	170	417	5	185	58	2584	1264	0	2	14	3	6	5	1	347	1	12	0	0	4	15
"Massachusetts"	"Wisconsin"	4679	3796	992	1677	820	217	28	24	377	2330	883	2	22	19	10	37	5	2	64	17	35	15	2	8	9
"New Jersey"	"Iowa"	4676	2024	554	864	422	63	11	213	346	969	2652	1	12	59	7	114	21	3	563	5	34	8	7	7	18
"Minnesota"	"New Jersey"	4671	3943	1532	1415	1253	278	0	159	408	1845	728	1	5	12	0	47	10	5	46	6	76	9	8	3	24
"Arizona"	"Alaska"	4655	3645	879	1098	402	134	6	7	271	2825	1010	0	2	3	20	30	5	2	52	9	6	1	0	7	16
"Rhode Island"	"Virginia"	4651	4165	1109	1272	788	388	2	159	314	2514	486	3	4	8	2	24	13	2	63	1	4	2	3	7	5
"Louisiana"	"Washington"	4649	3550	1823	823	1408	134	14	36	323	1635	1099	9	10	42	2	36	13	6	50	8	18	4	8	9	24
"Kansas"	"Oregon"	4636	3744	1453	1210	970	238	11	29	336	2160	892	4	8	11	6	15	8	8	72	3	6	1	3	4	17
"New Mexico"	"New York"	4634	3503	1321	1280	1145	196	3	13	339	1807	1131	1	64	36	9	133	32	1	80	17	8	24	5	2	11
"Texas"	"New Hampshire"	4630	4096	1071	1386	730	314	105	37	355	2555	534	0	2	11	6	39	8	5	34	2	2	2	4	1	16
"Alabama"	"Arkansas"	4627	3896	1372	1536	736	96	14	36	489	2525	731	13	1	4	5	22	8	1	70	2	4	5	2	2	9
"Louisiana"	"Illinois"	4623	3594	1375	998	1063	215	20	38	377	1881	1029	5	14	31	19	61	21	5	90	10	32	15	8	8	22
"Hawaii"	"Colorado"	4620	3823	1096	1218	787	237	5	56	312	2426	797	3	4	15	6	25	64	9	63	24	4	7	5	8	18
"Louisiana"	"Michigan"	4620	2954	888	1209	517	134	10	49	382	1862	1666	2	2	7	7	20	3	0	44	5	13	7	2	2	16
"Iowa"	"South Carolina"	4619	3916	1028	1825	435	823	2	55	319	2282	703	2	2	11	1	29	13	0	51	4	19	17	1	3	9
"Wisconsin"	"Arkansas"	4614	3976	1136	1691	725	258	14	43	401	2535	638	2	5	13	2	26	12	0	53	4	14	3	3	6	30
"Tennessee"	"New Jersey"	4609	3841	1551	1406	1093	293	9	95	554	1797	768	0	4	16	4	42	4	0	57	7	44	6	3	0	19
"North Carolina"	"Maine"	4592	4217	1137	1289	702	207	2	11	529	2766	375	2	4	3	2	12	9	9	20	7	1	2	7	4	3
"Kansas"	"New Mexico"	4590	3934	869	1550	503	309	7	31	259	2825	656	5	5	3	4	11	5	0	46	4	2	3	2	1	45
"Oklahoma"	"Pennsylvania"	4578	3320	1287	1123	927	85	3	83	424	1798	1258	5	5	36	5	67	5	31	110	6	10	12	6	0	13
"Pennsylvania"	"Iowa"	4567	3440	910	1417	670	67	5	31	470	2197	1127	4	6	18	0	48	7	2	87	4	14	12	8	5	15
"Nevada"	"Connecticut"	4567	4222	372	1259	290	545	96	433	57	2801	345	1	2	6	2	20	5	1	7	5	11	7	0	1	3
"South Carolina"	"Connecticut"	4560	3919	849	1679	500	492	11	36	470	2410	641	0	6	11	10	54	8	1	23	2	21	10	0	3	3
"Nevada"	"Minnesota"	4557	3680	1236	1209	712	244	16	123	339	2246	877	0	2	4	6	238	4	2	49	4	6	0	0	1	4
"Kansas"	"Ohio"	4547	3574	1182	1312	728	143	12	37	372	2282	973	6	4	26	8	39	4	3	207	4	19	7	9	4	21
"Kentucky"	"Nevada"	4539	3425	1672	1164	1170	449	9	102	249	1446	1114	0	12	19	11	25	13	12	165	82	16	18	0	8	53
"Ohio"	"New Mexico"	4535	3877	1334	1035	933	144	0	87	238	2475	658	2	11	5	6	23	11	1	62	4	17	9	11	2	13
"North Carolina"	"Utah"	4533	3731	1320	1475	733	761	12	156	250	1819	802	4	7	11	5	16	3	4	43	11	36	8	1	9	13
"Arkansas"	"Indiana"	4521	3833	1245	2093	802	400	5	21	748	1857	688	0	1	7	4	33	3	5	52	1	23	3	0	2	34
"Louisiana"	"Virginia"	4519	3575	1626	1040	1038	209	16	84	428	1800	944	10	6	23	9	48	16	2	53	11	21	2	1	5	23
"Pennsylvania"	"Oklahoma"	4508	3347	1270	930	891	75	12	82	361	1926	1161	7	6	33	11	25	18	2	55	10	46	13	0	15	54
"Louisiana"	"Pennsylvania"	4505	3012	1053	1108	652	85	3	65	385	1822	1493	22	5	19	0	61	8	36	51	6	26	8	8	29	10
"Rhode Island"	"Pennsylvania"	4504	3888	1033	1208	794	243	12	69	434	2336	616	14	2	8	4	24	45	5	40	2	8	6	1	0	9
"Kansas"	"Virginia"	4496	3648	1730	1256	1104	242	4	143	459	1696	848	0	2	25	5	23	27	2	34	5	8	6	2	2	23
"Oregon"	"Minnesota"	4484	3667	888	1405	680	243	10	57	388	2289	817	0	7	6	4	80	2	1	45	3	11	10	4	4	11
"Nevada"	"District of Columbia"	4481	3714	1903	1248	1570	380	0	255	527	982	767	1	7	8	1	10	1	3	25	16	0	5	1	11	5
"Connecticut"	"Washington"	4456	3569	1399	935	1067	215	31	47	310	1899	887	11	5	20	9	40	12	4	46	7	28	4	14	12	16
"Wisconsin"	"Utah"	4452	3982	965	919	713	292	18	40	175	2744	470	2	0	5	3	7	12	0	52	7	19	6	0	2	8
"Kansas"	"Minnesota"	4451	3805	1080	1740	769	113	15	150	354	2404	646	4	1	7	6	32	4	1	60	4	14	2	3	3	3
"Montana"	"North Dakota"	4444	3322	967	875	616	51	7	63	317	2268	1122	0	3	6	8	17	5	2	50	4	0	2	0	1	27
"Tennessee"	"Kansas"	4428	3428	1314	1299	995	96	15	70	336	1916	1000	1	8	22	11	8	5	2	91	9	25	6	0	131	12
"Alaska"	"Nevada"	4416	3715	690	1952	442	469	9	37	255	2503	701	18	1	3	16	24	5	12	43	31	3	4	1	8	17
"Delaware"	"Massachusetts"	4414	3880	525	1968	409	306	0	11	520	2634	534	0	0	9	0	16	8	0	24	4	5	0	0	3	6
"Missouri"	"Utah"	4413	3672	1328	1334	997	301	5	89	276	2004	741	1	5	9	5	11	14	0	50	1	21	12	0	5	19
"Washington"	"Nebraska"	4403	3577	870	1619	521	96	23	57	373	2507	826	2	3	7	6	27	10	6	29	5	15	6	0	39	14
"Georgia"	"New Mexico"	4385	3418	1386	1011	696	148	17	30	307	2220	967	2	14	9	8	13	7	3	41	2	17	6	11	3	19
"Mississippi"	"New York"	4383	3151	1634	845	1518	150	10	35	222	1216	1232	5	29	18	18	95	93	3	51	27	1	15	17	6	20
"Ohio"	"Kansas"	4380	3339	1532	1034	1175	159	50	95	335	1525	1041	0	9	20	3	23	38	6	31	3	42	23	1	4	20
"New Mexico"	"North Carolina"	4375	3417	896	1317	476	50	13	32	307	2539	958	3	1	12	8	115	4	0	89	10	22	10	0	0	24
"Alabama"	"Maryland"	4371	3646	1856	1227	1369	313	3	135	457	1369	725	2	7	12	5	37	16	6	90	6	5	2	3	9	11
"Iowa"	"Ohio"	4357	3225	1255	1145	956	165	11	36	469	1588	1132	5	9	29	6	50	17	3	73	4	16	4	11	18	18
"Michigan"	"New Mexico"	4338	3618	831	1273	541	186	16	10	235	2630	720	4	3	9	4	26	4	2	40	3	12	3	9	3	8
"Indiana"	"Mississippi"	4332	3765	1264	1889	685	352	25	30	434	2239	567	0	5	6	5	19	3	2	35	8	19	2	3	5	27
"Minnesota"	"Arkansas"	4332	3813	1246	1320	764	207	24	84	318	2416	519	0	6	5	4	8	10	2	29	1	8	8	0	2	10
"Iowa"	"Nevada"	4320	3457	1238	1331	887	492	4	64	285	1725	863	1	5	24	15	17	12	7	41	105	15	11	1	12	27
"Arkansas"	"South Carolina"	4313	3637	1122	1521	438	739	8	25	442	1985	676	2	5	13	7	31	3	1	98	7	24	4	4	5	13
"Florida"	"Hawaii"	4306	3469	1378	1410	760	1063	0	23	269	1354	837	4	2	8	11	15	14	1	47	12	20	10	3	1	20
"Nebraska"	"New York"	4304	3227	1183	1202	1121	164	15	120	260	1547	1077	3	44	9	13	158	61	1	72	13	10	22	3	5	22
"New Hampshire"	"Tennessee"	4296	3387	1534	1095	1037	244	38	68	357	1643	909	3	27	18	5	36	27	17	73	0	7	12	4	10	9
"Tennessee"	"Minnesota"	4282	3245	1462	1075	931	133	35	153	527	1466	1037	1	5	7	13	42	8	3	89	2	21	4	0	2	22
"Oregon"	"Indiana"	4280	3052	925	1136	634	70	2	16	291	2039	1228	15	6	18	3	38	10	7	96	4	11	3	2	4	6
"Mississippi"	"Illinois"	4279	3314	1636	1061	1090	141	9	64	521	1489	965	2	13	23	5	62	15	4	119	3	17	7	3	11	15
"Kentucky"	"Massachusetts"	4273	3117	1262	1322	980	301	4	35	505	1292	1156	2	9	19	2	72	5	6	287	7	14	6	6	7	25
"Oklahoma"	"South Carolina"	4268	3425	1109	1354	533	544	14	34	330	1970	843	0	3	4	7	21	9	1	54	1	9	8	3	3	11
"Arizona"	"South Dakota"	4267	3821	712	1854	410	233	11	164	279	2724	446	11	3	4	6	12	11	4	39	2	3	1	0	7	7
"South Dakota"	"California"	4255	3386	1234	1271	825	171	7	74	516	1793	869	2	9	16	3	26	14	4	82	7	27	11	1	2	22
"Virginia"	"Nebraska"	4254	2995	1278	938	927	110	11	55	295	1597	1259	2	4	18	9	39	24	4	62	4	9	6	0	45	14
"Oklahoma"	"Virginia"	4254	3275	1346	1183	891	163	10	60	336	1815	979	2	2	9	5	46	7	0	93	3	15	6	3	3	33
"District of Columbia"	"Louisiana"	4253	3319	1686	948	1356	139	5	41	430	1348	934	3	7	65	1	18	27	2	52	13	7	2	1	8	55
"New Jersey"	"Rhode Island"	4239	3627	1030	1625	680	637	4	25	404	1877	612	0	2	6	0	41	18	2	35	3	9	3	4	1	55
"Indiana"	"Maryland"	4237	3512	1696	1216	1185	491	3	83	304	1446	725	3	6	8	10	28	14	0	64	8	9	5	6	4	9
"Minnesota"	"Utah"	4230	3459	1263	1038	863	370	6	120	236	1864	771	5	4	11	4	17	12	4	65	16	25	9	0	4	16
"Nevada"	"Wisconsin"	4226	3748	971	1706	546	374	28	22	290	2488	478	0	15	7	4	19	3	1	31	0	20	0	5	1	5
"Oregon"	"Alabama"	4223	3302	912	1231	499	524	26	25	326	1902	921	17	4	12	8	23	7	0	95	4	26	36	1	1	9
"Arkansas"	"Michigan"	4221	2860	895	1135	488	159	18	19	311	1865	1361	1	1	4	4	10	9	2	35	2	6	2	8	3	14
"Maryland"	"Nebraska"	4211	3224	978	1280	684	86	14	95	346	1999	987	4	8	18	5	20	21	1	64	4	22	4	1	13	4
"Colorado"	"Alaska"	4207	3047	604	971	307	116	3	17	220	2384	1160	4	0	9	10	26	12	0	97	3	4	1	2	13	15
"Arizona"	"Hawaii"	4195	3607	1279	1577	528	1228	0	12	349	1490	588	1	4	4	5	11	2	2	19	13	4	3	2	0	5
"Massachusetts"	"Alabama"	4192	3293	1156	1321	715	457	7	25	436	1653	899	7	3	18	11	20	11	1	113	8	32	3	4	4	24
"Nebraska"	"Nevada"	4186	3175	1166	1138	766	347	5	66	309	1682	1011	0	13	11	13	24	19	8	29	59	5	5	2	10	38
"New Hampshire"	"Colorado"	4184	3426	1474	894	1201	332	7	49	265	1572	758	1	6	9	1	38	21	11	74	4	22	11	5	3	12
"Florida"	"Wyoming"	4165	3455	802	1161	433	138	0	20	305	2559	710	1	0	0	7	79	2	4	33	140	2	3	4	1	11
"Indiana"	"Arkansas"	4162	3399	828	1685	488	100	8	18	422	2363	763	16	9	7	5	22	6	0	139	1	10	5	6	14	18
"Michigan"	"District of Columbia"	4147	2511	1317	856	1146	323	5	98	389	550	1636	15	33	106	4	72	14	2	186	6	2	12	12	16	25
"Delaware"	"Washington"	4136	3707	384	1644	303	254	2	15	474	2659	429	3	6	8	0	2	2	1	22	5	2	2	0	5	1
"Ohio"	"Montana"	4124	3607	786	1361	417	232	5	32	316	2605	517	1	0	5	8	16	5	0	48	3	18	1	6	6	6
"Missouri"	"Idaho"	4117	3560	934	1320	564	144	11	44	257	2540	557	0	1	16	3	13	52	1	34	2	4	2	0	1	10
"Michigan"	"Nebraska"	4111	3390	2026	720	1420	56	14	77	526	1297	721	10	6	21	5	16	27	0	104	11	12	1	4	11	4
"South Carolina"	"West Virginia"	4109	3419	619	1580	345	111	1	20	472	2470	690	0	2	19	9	37	4	4	38	0	7	0	2	2	16
"Rhode Island"	"Texas"	4101	3192	1231	1237	988	331	15	53	255	1550	909	6	12	30	7	38	24	0	80	3	31	7	2	5	32
"Arizona"	"North Dakota"	4099	3248	819	1364	618	165	8	108	222	2127	851	0	0	23	8	11	4	1	65	2	4	1	2	1	29
"Minnesota"	"Maryland"	4096	3351	1689	1033	1234	289	11	195	329	1293	745	1	3	5	6	53	18	3	85	15	10	2	1	1	26
"Alabama"	"Wisconsin"	4059	3184	1141	1444	753	464	48	88	353	1478	875	3	4	21	1	20	8	5	60	2	15	12	2	0	16
"New Hampshire"	"Virginia"	4058	3310	1200	1206	827	286	10	64	315	1808	748	0	4	12	1	26	108	0	53	2	15	4	1	1	31
"Missouri"	"South Dakota"	4058	3349	936	1181	547	93	0	85	362	2262	709	8	0	7	5	26	44	0	28	8	8	3	2	6	10
"North Carolina"	"Oklahoma"	4054	3160	1412	847	902	65	15	35	349	1794	894	5	10	40	10	22	13	2	40	14	36	13	4	10	42
"Alabama"	"Massachusetts"	4044	3124	1206	966	886	293	3	28	362	1552	920	5	7	13	0	69	16	7	63	9	9	2	6	7	4
"Nevada"	"Kansas"	4042	3651	713	1040	448	59	20	47	153	2924	391	2	4	11	4	13	13	2	36	6	10	5	2	1	5
"Oregon"	"Hawaii"	4030	3658	892	2104	250	1590	0	14	317	1487	372	1	3	4	2	14	2	1	28	3	2	1	1	1	5
"Georgia"	"Alaska"	4026	3219	864	1225	468	196	8	16	254	2277	807	12	0	5	4	27	1	6	78	7	10	0	2	0	14
"Alaska"	"Colorado"	3993	3198	893	1097	599	184	22	37	437	1919	795	7	2	15	8	20	14	8	60	13	13	2	9	1	12
"North Carolina"	"Kansas"	3991	2992	1286	992	929	88	16	93	281	1585	999	6	7	9	9	28	10	2	63	6	34	20	2	9	15
"Massachusetts"	"North Dakota"	3989	2908	923	1282	628	106	2	205	247	1720	1081	0	7	76	5	37	47	41	82	9	2	1	2	6	18
"New Hampshire"	"Georgia"	3982	3464	1449	1123	992	182	0	76	300	1914	518	2	1	16	2	16	28	1	46	2	12	8	0	2	15
"Kentucky"	"Louisiana"	3970	3261	1470	1131	1114	135	82	23	365	1542	709	9	5	12	14	22	16	13	81	5	13	4	0	3	21
"Wyoming"	"Nebraska"	3962	2904	609	879	360	9	6	20	404	2105	1058	2	11	11	6	16	18	2	64	2	12	3	3	23	17
"Oklahoma"	"Mississippi"	3958	2981	1152	1274	646	163	20	47	578	1527	977	4	1	16	36	30	2	2	61	11	4	6	0	2	33
"Louisiana"	"Oklahoma"	3956	3089	1311	873	840	34	24	27	347	1817	867	7	4	8	18	7	24	19	34	18	27	6	4	0	24
"Georgia"	"West Virginia"	3941	3141	721	1389	380	58	0	31	626	2046	800	0	2	19	1	39	6	0	62	1	2	6	0	1	14
"Virginia"	"Montana"	3924	3305	565	1287	272	209	9	37	204	2574	619	5	4	9	7	11	13	1	40	10	11	5	6	4	7
"South Carolina"	"Louisiana"	3920	2897	1336	904	778	126	3	36	451	1503	1023	3	37	22	15	33	5	5	119	6	35	4	8	14	16
"Delaware"	"Colorado"	3917	3362	436	1879	340	320	1	26	523	2152	555	1	4	12	3	6	12	4	30	3	5	10	7	6	13
"North Carolina"	"New Mexico"	3914	3023	961	957	652	121	2	36	256	1956	891	1	14	2	1	37	6	0	33	1	20	10	8	3	20
"Minnesota"	"Connecticut"	3899	3246	1065	997	851	267	2	74	328	1724	653	2	9	19	4	22	28	3	44	7	26	11	3	3	6
"Delaware"	"District of Columbia"	3894	2999	724	1350	660	256	3	21	589	1470	895	2	6	21	3	27	11	0	32	12	1	1	10	12	1
"New Jersey"	"Oklahoma"	3891	2854	1529	743	723	78	13	78	228	1734	1037	11	10	22	19	43	6	5	28	38	56	8	7	6	52
"Maryland"	"Utah"	3886	3105	1086	1098	631	237	7	71	339	1820	781	6	10	21	9	12	15	5	55	6	22	5	1	4	20
"West Virginia"	"Colorado"	3880	3238	817	1688	499	122	3	47	274	2293	642	5	5	29	3	21	21	1	41	5	11	7	10	4	5
