"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"Minnesota"	"Michigan"	15429	13473	3561	4460	2360	650	23	296	1521	8623	1956	10	12	24	17	47	19	4	147	21	14	19	4	7	36
"Tennessee"	"Louisiana"	15405	11781	4847	4300	2956	785	30	122	1835	6053	3624	10	29	60	44	95	39	31	559	113	25	14	10	10	179
"Florida"	"Mississippi"	15381	12667	4803	4228	2722	709	23	148	1566	7499	2714	5	15	21	51	40	31	33	321	90	22	24	5	3	105
"Georgia"	"Indiana"	15378	12197	5924	4202	4337	454	34	226	1605	5541	3181	2	20	57	16	226	56	30	168	22	23	16	10	20	130
"Michigan"	"Virginia"	15312	12593	5335	4015	3551	1512	19	260	1166	6085	2719	19	14	39	13	109	13	4	255	20	18	17	7	7	69
"Texas"	"Utah"	15282	13025	5067	4186	3247	1183	67	307	1213	7008	2257	14	10	50	24	83	14	7	147	22	7	9	12	23	40
"Arkansas"	"Mississippi"	15244	11469	4596	4341	2601	1070	20	67	2064	5647	3775	5	5	38	14	88	15	16	358	83	48	18	1	10	76
"Connecticut"	"Pennsylvania"	15188	12632	4068	4987	2722	1226	9	379	2016	6280	2556	9	45	64	20	126	27	14	207	31	12	9	10	7	47
"Indiana"	"New York"	15172	11198	5304	2906	4554	603	20	123	1164	4734	3974	22	85	96	11	363	102	29	240	57	14	25	16	31	54
"Oregon"	"North Carolina"	15169	13621	1999	6451	1356	325	20	114	2211	9595	1548	6	3	19	11	67	20	7	85	5	5	15	32	2	42
"Maryland"	"Alabama"	15092	11844	4688	4771	2706	1188	9	270	1775	5896	3248	8	12	44	25	121	55	9	516	30	10	7	12	16	30
"Kentucky"	"Illinois"	14973	12314	4294	4555	2926	595	37	172	1972	6612	2659	5	27	57	34	120	91	16	380	19	11	16	12	3	47
"North Dakota"	"South Dakota"	14927	12914	1845	4895	1150	249	30	121	902	10462	2013	5	14	22	12	31	18	9	189	15	11	1	2	5	17
"Colorado"	"Pennsylvania"	14909	12013	3285	4579	2223	483	14	321	1590	7382	2896	16	19	105	38	163	30	46	172	21	19	6	6	11	63
"Alabama"	"Louisiana"	14904	11883	5695	3915	3742	1020	23	143	1865	5090	3021	21	55	75	40	80	70	32	323	30	64	40	20	18	52
"Washington"	"North Carolina"	14903	11671	3961	3463	2379	597	45	268	1384	6998	3232	10	18	51	32	101	36	3	201	9	16	6	23	26	75
"Illinois"	"Massachusetts"	14867	11854	4050	3930	3319	1167	18	116	1262	5972	3013	17	46	111	15	149	37	15	155	19	11	11	17	15	48
"Louisiana"	"Tennessee"	14798	12099	3771	5494	2197	1881	24	172	1156	6669	2699	24	49	39	33	67	37	19	317	32	20	73	9	26	82
"Massachusetts"	"Arizona"	14795	12845	3864	4034	2811	1134	20	122	968	7790	1950	11	23	29	18	160	23	11	178	14	13	4	2	3	59
"Minnesota"	"Washington"	14766	11987	5041	3258	3710	739	35	427	1079	5997	2779	7	46	66	16	62	83	2	221	12	30	8	24	24	58
"Missouri"	"New York"	14738	10795	4784	2479	4348	646	9	126	913	4753	3943	29	88	58	21	311	153	21	195	41	18	35	15	24	44
"Tennessee"	"Michigan"	14683	13042	4093	5491	2505	1191	49	185	1674	7438	1641	23	10	29	7	48	7	22	153	14	33	5	5	9	53
"North Carolina"	"Michigan"	14639	12590	4591	4725	3160	862	28	297	1305	6938	2049	11	24	29	12	105	40	3	142	12	19	5	11	1	40
"Nebraska"	"California"	14619	11788	5177	3472	3534	760	51	208	1394	5841	2831	34	119	52	56	82	33	13	165	37	19	13	10	22	70
"Kansas"	"Arizona"	14515	12541	3449	4700	2017	952	24	206	906	8436	1974	15	9	21	18	144	27	7	247	12	3	3	10	11	34
"Washington"	"Illinois"	14509	11572	3995	4108	3028	1191	37	294	1362	5660	2937	11	28	81	11	156	64	11	303	30	31	22	4	32	66
"Montana"	"Arizona"	14492	13160	2135	4758	887	1197	22	112	935	10007	1332	4	2	19	18	62	18	2	134	11	4	0	2	6	34
"Virginia"	"Delaware"	14454	12898	3915	4568	2003	1163	11	254	1727	7740	1556	6	4	20	11	28	32	1	113	30	5	8	0	0	25
"Ohio"	"Massachusetts"	14440	11484	4628	3863	3444	1219	31	103	1420	5267	2956	7	29	78	10	132	73	8	233	24	7	5	29	19	40
"Montana"	"Washington"	14388	11459	3428	3446	2206	589	44	75	1137	7408	2929	29	48	59	35	121	24	29	259	25	16	16	12	16	42
"North Carolina"	"Kentucky"	14383	11427	4078	4251	2305	445	25	150	2027	6475	2956	12	13	48	15	73	33	5	281	11	29	22	3	13	29
"Florida"	"New Hampshire"	14354	13374	3223	5434	1953	1544	32	165	1082	8598	980	8	5	10	10	116	8	4	88	6	5	5	3	7	14
"Maryland"	"Massachusetts"	14345	11983	4135	4833	3312	1052	14	231	2171	5203	2362	15	31	79	10	117	36	26	191	33	5	12	18	8	38
"North Carolina"	"Washington"	14317	11628	5445	3102	3734	730	33	273	1058	5800	2689	11	20	74	10	67	27	16	212	13	16	15	33	24	68
"Oregon"	"New York"	14312	11952	3697	3705	3268	414	44	66	1494	6666	2360	1	60	40	6	287	40	8	160	23	8	17	8	18	42
"New York"	"Indiana"	14303	11318	5222	3437	3923	763	40	202	1318	5072	2985	4	8	34	15	190	37	29	275	16	35	16	5	16	78
"Minnesota"	"North Carolina"	14299	11801	4301	4060	2723	645	30	478	1147	6778	2498	8	2	49	10	98	54	8	181	22	9	21	11	15	44
"Wisconsin"	"North Carolina"	14297	11977	4099	4170	2622	1053	38	229	1123	6912	2320	26	21	36	15	72	27	3	203	11	29	7	13	15	37
"Pennsylvania"	"Nevada"	14249	11469	4041	4324	2876	1463	8	159	1265	5698	2780	10	25	33	49	85	25	46	181	143	10	43	7	13	105
"Pennsylvania"	"Connecticut"	14208	11885	3981	4208	3048	1292	17	139	1391	5998	2323	10	8	46	7	127	64	16	145	21	15	21	28	19	38
"Washington"	"Alaska"	14148	11175	3239	2920	2161	370	40	36	959	7609	2973	15	10	15	26	81	3	21	169	10	37	9	4	11	59
"Arizona"	"Missouri"	14106	11821	3562	3618	1959	532	77	175	1222	7856	2285	11	10	49	16	86	32	3	303	13	24	3	4	19	43
"Tennessee"	"Arizona"	14071	11731	4003	5116	2520	2016	43	113	842	6197	2340	5	7	27	29	310	30	18	208	17	21	5	1	8	89
"Georgia"	"Kentucky"	14065	11031	4300	3894	2614	417	33	219	1431	6317	3034	6	7	44	17	113	67	0	237	19	45	15	12	20	66
"Virginia"	"Kentucky"	14037	11018	4262	3751	2880	304	25	186	1632	5991	3019	20	11	35	20	97	28	7	214	8	56	22	4	5	125
"California"	"District of Columbia"	14011	7872	3584	2509	3126	753	19	134	1237	2603	6139	8	195	175	27	333	78	13	219	42	11	24	35	25	34
"North Dakota"	"Montana"	13990	12145	1687	4304	819	369	7	114	801	10035	1845	5	4	6	25	33	12	6	83	11	50	1	2	4	21
"Rhode Island"	"Connecticut"	13958	10710	3165	4577	2448	1130	13	98	1768	5253	3248	5	7	41	314	76	686	31	261	22	15	32	4	12	23
"Idaho"	"Utah"	13951	11540	4357	4255	2935	875	48	202	948	6532	2411	11	43	62	4	53	49	12	292	17	19	6	4	7	55
"Connecticut"	"New Jersey"	13936	12383	4063	4318	2653	1846	13	233	1626	6012	1553	6	6	60	14	72	13	17	72	35	11	6	2	3	31
"Georgia"	"Massachusetts"	13910	11458	3600	4737	2718	1397	12	134	1245	5952	2452	6	15	48	15	149	18	13	529	31	5	14	12	5	24
"Connecticut"	"Georgia"	13898	11898	4130	4444	2673	625	11	239	1637	6713	2000	5	31	63	10	86	34	5	173	12	18	16	8	17	109
"Indiana"	"Virginia"	13881	11617	4560	3315	2966	1202	11	217	1314	5907	2264	8	11	25	24	76	28	13	153	16	34	10	6	11	78
"Arkansas"	"Louisiana"	13830	10901	4127	3970	2561	453	22	159	1760	5946	2929	1	15	37	18	76	40	5	383	37	35	10	11	42	64
"Wisconsin"	"Tennessee"	13821	11511	3352	4738	2153	1048	41	86	1142	7041	2310	7	49	62	25	42	26	3	234	23	52	16	3	12	59
"Utah"	"Florida"	13788	11530	3177	5080	1818	2266	26	204	836	6380	2258	15	13	20	5	37	49	16	112	47	6	15	11	6	86
"Ohio"	"Wisconsin"	13742	10924	4517	3745	3060	766	115	145	1673	5165	2818	11	16	39	16	87	38	13	153	34	73	16	8	17	50
"Ohio"	"New Jersey"	13734	11491	4232	4103	2916	1460	16	264	1389	5446	2243	1	10	47	26	103	26	2	152	42	9	12	3	0	37
"Pennsylvania"	"Indiana"	13731	10663	4752	3400	3590	403	41	220	1443	4966	3068	11	9	39	12	154	46	26	423	10	29	31	13	15	89
"Connecticut"	"New Hampshire"	13692	12389	2856	4332	1978	1428	16	89	1366	7512	1303	3	6	12	18	36	29	8	126	9	8	6	1	3	12
"Michigan"	"Pennsylvania"	13603	10544	4088	3373	3069	596	20	234	1123	5502	3059	23	10	43	23	203	32	18	226	15	24	12	24	40	80
"Arkansas"	"California"	13585	11361	4203	4367	2699	1025	40	175	1497	5925	2224	37	40	33	21	52	52	11	205	20	23	19	6	3	38
"Pennsylvania"	"Washington"	13584	10516	5031	2672	3887	632	17	158	1053	4769	3068	36	47	82	19	95	58	11	269	6	25	13	22	213	90
"Arizona"	"South Carolina"	13577	11828	3375	4972	1525	1506	8	185	1134	7470	1749	5	3	26	13	75	24	4	115	7	12	6	4	35	25
"Alabama"	"Colorado"	13571	11234	5088	3072	2968	1130	37	410	1444	5245	2337	31	19	40	22	56	175	11	227	28	15	13	7	38	36
"Washington"	"Hawaii"	13571	12290	3560	6709	1055	6221	2	80	948	3984	1281	6	2	12	16	26	9	3	133	19	3	3	4	8	21
"Utah"	"Washington"	13514	11204	4161	3326	2662	590	57	251	901	6743	2310	4	66	88	26	55	27	20	156	17	23	19	13	32	34
"South Carolina"	"Pennsylvania"	13508	11430	3155	5137	1965	495	27	233	1896	6814	2078	5	18	32	17	96	29	32	162	14	13	6	6	7	45
"Wisconsin"	"Georgia"	13418	10820	4599	3689	2879	630	47	193	1210	5861	2598	11	23	61	7	37	49	3	232	17	22	8	8	18	89
"California"	"Wyoming"	13415	11770	1848	2941	969	218	14	65	904	9600	1645	8	1	10	18	32	22	1	61	116	5	0	0	4	26
"Minnesota"	"Georgia"	13384	10553	4306	3658	2815	576	31	554	1016	5561	2831	7	15	82	12	62	75	10	260	18	25	17	14	15	102
"Colorado"	"South Carolina"	13315	11249	2733	4554	1292	1480	24	174	1400	6879	2066	17	28	24	9	90	23	30	160	8	16	18	4	24	32
"North Carolina"	"Indiana"	13283	10686	4455	3563	3135	310	21	116	1609	5495	2597	16	13	28	22	167	16	20	160	13	28	19	9	6	48
"Indiana"	"Missouri"	13263	10708	3623	4320	2423	1144	81	137	1307	5616	2555	13	10	44	30	138	37	10	213	20	30	14	30	10	107
"Illinois"	"Mississippi"	13251	11181	3449	5072	1903	958	14	103	1903	6300	2070	10	3	36	6	46	25	7	152	31	18	11	0	16	78
"California"	"Connecticut"	13246	10878	3140	3779	2315	947	34	132	1130	6320	2368	4	6	56	14	156	61	14	91	26	14	11	5	9	39
"Missouri"	"Ohio"	13193	9980	4304	3135	2855	791	41	185	1416	4692	3213	7	12	82	14	106	178	7	310	264	23	21	16	14	69
"Michigan"	"Kentucky"	13175	11087	4117	3928	2577	454	18	159	1306	6573	2088	4	7	63	4	56	36	4	227	10	27	8	11	8	45
"New Jersey"	"Nevada"	13151	10453	3925	3706	2670	1218	3	180	943	5439	2698	5	29	32	24	40	55	53	138	181	21	16	1	18	62
"Pennsylvania"	"District of Columbia"	13126	8280	4817	2113	4393	816	6	190	1014	1861	4846	33	136	227	42	230	111	19	382	42	27	62	67	26	59
"California"	"Nebraska"	13101	10094	3596	3068	2599	187	43	160	1112	5993	3007	9	26	35	48	83	96	8	153	9	20	17	12	21	25
"California"	"Alaska"	13096	10287	2158	3139	1213	368	20	47	897	7742	2809	11	2	31	27	59	31	16	161	17	11	16	9	4	56
"Missouri"	"Virginia"	13042	10665	4619	3009	3115	672	14	355	1398	5111	2377	1	13	38	18	59	82	5	138	17	9	23	4	11	45
"Illinois"	"Oregon"	13026	10551	3860	2675	2737	540	51	105	1085	6033	2475	21	37	64	8	74	33	40	239	12	15	17	6	27	57
"Connecticut"	"Maine"	13006	12260	1463	4530	815	1025	1	15	1374	9030	746	4	2	8	7	38	10	7	81	9	4	0	7	3	6
"Kentucky"	"Virginia"	13000	10375	3821	4200	2244	1414	14	192	1380	5131	2625	12	8	37	40	55	13	7	302	10	12	6	11	1	52
"Mississippi"	"Arkansas"	12978	10385	3317	4077	1586	476	32	71	1791	6429	2593	0	13	42	13	131	25	2	184	7	34	16	1	9	66
"Missouri"	"Indiana"	12950	10746	4905	3180	3595	372	60	97	1460	5162	2204	10	4	39	20	107	26	20	206	21	25	13	5	6	78
"Washington"	"Virginia"	12901	10558	3885	3139	2568	532	11	323	1359	5765	2343	4	9	43	14	56	25	7	238	26	17	1	7	20	48
"Illinois"	"Maryland"	12800	10598	4984	3532	3436	970	15	410	1586	4181	2202	11	11	37	16	89	20	6	207	36	10	14	9	12	47
"Arizona"	"Indiana"	12781	10824	4101	4224	2801	523	63	111	1668	5658	1957	7	3	28	7	103	11	13	183	17	9	16	3	13	56
"New York"	"Alabama"	12748	10267	3648	4077	2304	1453	26	85	1332	5067	2481	42	12	25	6	77	61	4	256	21	20	13	5	7	57
"Kansas"	"Arkansas"	12740	10768	2953	3807	1728	266	111	113	1229	7321	1972	6	3	27	54	76	24	13	113	14	40	12	3	3	49
"Texas"	"Iowa"	12735	10418	3192	3173	2087	266	25	190	1373	6477	2317	3	6	14	28	84	21	10	199	16	12	7	10	8	18
"Michigan"	"Washington"	12695	10154	4659	2860	3325	727	16	291	1171	4624	2541	36	26	32	13	45	31	3	363	9	18	11	48	29	29
"Ohio"	"Missouri"	12691	9888	4446	2880	3150	793	112	213	1069	4551	2803	21	35	53	15	166	47	6	227	10	18	12	21	12	55
"Hawaii"	"Nevada"	12681	10502	2879	4780	2032	1394	24	218	743	6091	2179	12	6	16	19	57	26	34	155	202	1	7	4	18	53
"Illinois"	"Louisiana"	12634	10294	4696	3055	3312	470	10	84	1506	4912	2340	33	44	52	21	111	57	26	143	28	41	12	13	6	57
"Missouri"	"Nebraska"	12580	9941	3362	2780	2376	144	46	141	1325	5909	2639	1	18	56	14	104	68	23	268	11	34	12	46	14	50
"Oklahoma"	"New Mexico"	12562	10774	2591	3509	1357	1032	27	93	1176	7089	1788	12	9	19	66	53	28	16	189	28	7	0	8	3	41
"North Carolina"	"West Virginia"	12548	10677	2431	4648	1115	200	2	119	2133	7108	1871	4	2	50	14	102	47	4	132	7	6	3	2	5	38
"Washington"	"Ohio"	12540	9028	2644	3192	1716	529	26	140	1084	5533	3512	2	8	48	27	116	80	5	272	903	12	20	11	21	157
"Arizona"	"Wisconsin"	12533	10721	3282	4103	2036	830	86	129	1062	6578	1812	2	9	28	15	69	18	3	160	7	17	5	1	3	42
"Colorado"	"Louisiana"	12520	10822	2769	5759	1850	432	6	96	1670	6768	1698	6	20	14	17	66	11	6	227	13	15	5	3	87	36
"Colorado"	"Minnesota"	12466	10456	2591	4272	1843	308	26	602	1033	6644	2010	18	12	26	18	94	67	1	173	17	9	8	9	4	15
"Wisconsin"	"Missouri"	12466	9814	3331	3645	2251	1106	54	169	941	5293	2652	6	25	57	4	97	64	15	202	11	38	13	19	11	68
"Washington"	"Utah"	12450	10840	3335	3848	2311	973	37	152	713	6654	1610	17	2	26	8	124	21	6	137	9	11	5	5	40	32
"Maryland"	"Michigan"	12450	10245	4091	3544	3011	702	24	308	1238	4962	2205	12	37	43	21	99	47	5	171	25	35	13	4	12	43
"Indiana"	"Wisconsin"	12419	9717	3642	3269	2636	829	71	75	992	5114	2702	11	6	25	10	114	45	8	373	35	22	5	23	9	55
"Pennsylvania"	"Kentucky"	12378	9966	3302	3699	2104	271	66	102	1383	6040	2412	10	13	44	30	72	52	2	218	6	17	19	4	15	60
"Washington"	"South Carolina"	12328	10315	2362	4413	1063	1274	10	174	1479	6315	2013	13	0	23	10	102	25	10	113	13	6	7	1	8	46
"Georgia"	"Missouri"	12303	9625	3516	3706	2077	757	50	195	932	5614	2678	9	25	35	10	97	34	4	326	4	30	15	4	13	105
"Arizona"	"Virginia"	12284	10262	4707	3177	3339	492	8	242	1045	5136	2022	16	8	32	15	72	17	6	151	25	10	10	8	6	43
"Colorado"	"Virginia"	12284	10066	4040	3270	2673	635	5	303	966	5484	2218	21	19	47	44	81	27	14	125	28	14	4	5	11	45
"Nevada"	"Idaho"	12217	10373	2356	3141	1276	323	40	35	944	7755	1844	6	2	20	27	27	12	11	131	15	7	4	8	5	45
"Colorado"	"Idaho"	12205	10196	2059	2673	1147	242	41	93	790	7883	2009	37	6	52	22	31	20	7	137	10	13	5	2	6	26
"Delaware"	"New Jersey"	12180	10397	3742	3846	2437	1018	17	306	1469	5150	1783	4	7	18	12	86	24	15	132	41	1	8	1	1	77
"South Carolina"	"Alabama"	12143	9467	3464	3808	1940	934	40	72	1453	5028	2676	14	7	36	11	53	38	11	195	20	22	10	2	18	25
"Florida"	"District of Columbia"	12090	7880	3917	2325	3322	769	10	189	1252	2338	4210	45	86	179	35	217	44	21	254	69	8	26	36	23	37
"New York"	"Kentucky"	12070	9950	3052	4182	2101	530	21	180	1155	5963	2120	41	41	23	13	64	23	3	166	10	35	14	5	8	44
"Oregon"	"Virginia"	12039	11136	1019	6579	675	597	10	78	2946	6830	903	0	2	13	5	23	29	1	83	4	4	4	2	2	16
"Kansas"	"Nebraska"	12023	9810	3476	2792	2441	175	77	209	1200	5708	2213	9	13	24	18	44	36	11	203	4	12	7	20	15	46
"Illinois"	"New Jersey"	11946	10261	4073	3395	2792	868	10	276	1131	5184	1685	3	11	65	4	139	20	8	79	17	8	9	17	8	67
"Washington"	"Michigan"	11942	10193	2460	3848	1620	637	31	59	1058	6788	1749	7	16	15	5	66	13	8	100	27	20	4	9	12	23
"Illinois"	"Kansas"	11935	9773	4284	3148	2908	300	152	431	1321	4661	2162	13	4	23	8	66	44	15	141	9	24	12	4	5	38
"Alabama"	"Arizona"	11929	10100	3249	5214	1871	3897	17	120	717	3478	1829	24	7	22	21	204	26	5	148	21	4	11	8	21	58
"Wisconsin"	"Nevada"	11925	9775	2964	3997	1840	1524	44	124	697	5546	2150	25	21	24	12	54	18	24	105	171	12	8	7	9	82
"Maryland"	"Washington"	11903	9023	4154	2397	3106	653	28	216	811	4209	2880	29	20	95	73	90	32	5	227	18	10	17	17	44	84
"Illinois"	"Oklahoma"	11880	9074	4130	2500	2898	226	75	88	1074	4713	2806	19	4	45	28	82	111	11	222	25	39	13	4	10	58
"South Carolina"	"Ohio"	11782	9546	2903	3970	1862	789	29	110	1098	5658	2236	13	12	30	12	105	46	10	363	24	58	8	5	15	41
"New York"	"Louisiana"	11757	9366	4001	3007	2842	485	14	97	1665	4263	2391	9	45	55	23	97	32	8	182	99	15	10	8	22	45
"Missouri"	"Washington"	11750	9705	4683	2407	3398	679	68	164	841	4555	2045	9	18	34	25	65	26	8	200	12	8	11	9	17	55
"West Virginia"	"Kentucky"	11726	9125	2560	4220	1479	244	8	84	1562	5748	2601	7	18	36	31	70	51	4	237	9	32	5	16	15	31
"Oregon"	"Illinois"	11691	10398	1884	5054	1302	552	42	116	1710	6676	1293	8	15	15	4	61	23	11	140	14	14	6	3	8	24
"New York"	"Missouri"	11674	8452	3391	2422	2576	455	49	104	1012	4256	3222	5	18	60	33	186	168	5	218	25	22	9	11	35	67
"Virginia"	"Nevada"	11588	9121	3642	3265	2531	1139	2	199	942	4308	2467	3	21	52	65	48	22	33	137	124	16	7	4	26	93
"Georgia"	"New Jersey"	11579	10176	3753	3994	2639	754	15	316	1163	5289	1403	0	5	49	5	65	29	2	108	40	9	4	7	4	39
"Washington"	"Tennessee"	11575	9289	3080	3314	1888	598	42	132	1119	5510	2286	11	25	51	14	43	43	14	222	26	32	5	1	8	78
"Florida"	"Arkansas"	11530	9733	2833	3022	1411	410	84	87	930	6811	1797	5	5	18	10	48	18	2	159	17	20	5	18	4	52
"Minnesota"	"Ohio"	11512	9091	3763	2869	2573	566	33	200	1180	4539	2421	7	18	82	9	88	142	6	146	22	27	14	5	9	63
"Connecticut"	"Virginia"	11490	9864	3571	3635	2491	1086	29	209	1182	4867	1626	13	3	31	10	108	10	1	139	4	5	4	7	12	30
"Oklahoma"	"Arizona"	11480	9410	3245	3088	1830	522	34	93	764	6167	2070	7	19	29	15	155	62	5	152	19	12	1	4	4	49
"Colorado"	"Wisconsin"	11470	9635	3357	2938	2267	455	129	137	851	5796	1835	14	10	16	9	42	10	6	152	6	14	1	3	10	39
"Montana"	"Idaho"	11416	9396	1715	2366	778	260	12	16	1033	7297	2020	12	11	14	20	34	25	9	95	14	5	10	1	2	21
"Wyoming"	"Montana"	11402	9361	1774	2814	1058	140	7	98	1011	7047	2041	21	2	9	12	61	3	18	115	16	8	9	3	8	30
"Indiana"	"Pennsylvania"	11386	8742	3154	3114	2244	239	15	184	1137	4923	2644	13	24	42	15	155	28	33	158	10	19	20	13	8	65
"Missouri"	"Louisiana"	11354	8954	3371	3307	1887	503	19	118	1141	5286	2400	9	8	50	19	54	19	11	265	69	10	5	7	6	50
"Florida"	"New Mexico"	11353	9282	3253	2297	1992	507	4	104	832	5843	2071	6	21	22	7	90	19	9	126	30	1	4	8	9	47
"Nevada"	"Ohio"	11349	7931	1683	3923	953	594	23	49	1457	4855	3418	2	5	17	1	29	16	18	134	2386	11	5	1	22	18
"Massachusetts"	"Illinois"	11316	7751	3491	2387	2796	789	19	150	834	3163	3565	10	55	108	18	171	72	22	426	29	22	25	30	21	82
"Nebraska"	"Kansas"	11303	9327	3164	2872	2204	91	95	137	1365	5435	1976	8	4	16	14	50	23	2	61	7	6	4	2	10	20
"Wisconsin"	"South Carolina"	11268	9994	2596	4280	1302	2110	42	355	804	5381	1274	11	2	17	4	34	25	5	136	16	28	7	8	4	31
"Alabama"	"New York"	11266	7599	3814	2253	3405	463	8	105	1079	2539	3667	24	80	52	4	320	69	35	288	28	5	24	13	19	41
"Virginia"	"Louisiana"	11261	9184	3052	3544	1952	314	2	104	2207	4605	2077	5	14	43	25	71	14	11	169	20	17	10	10	13	46
"District of Columbia"	"South Carolina"	11233	9825	2690	4415	1242	1763	17	161	1198	5444	1408	7	13	39	22	54	16	0	73	8	2	10	5	11	15
"Colorado"	"Oklahoma"	11215	9486	3804	2434	2312	142	87	96	1221	5628	1729	7	5	24	25	119	15	1	135	16	14	10	7	7	31
"Montana"	"Wyoming"	11211	9501	1794	1884	999	153	10	50	890	7399	1710	6	3	11	30	29	15	8	78	5	10	36	0	9	34
"Texas"	"Montana"	11210	9699	1915	2730	941	314	6	75	840	7523	1511	24	6	21	14	25	16	1	114	12	4	5	1	2	28
"Tennessee"	"Pennsylvania"	11194	8574	3294	3102	2174	305	24	149	1227	4695	2620	7	29	48	45	132	23	55	182	18	20	6	21	44	79
"Minnesota"	"Tennessee"	11183	9025	3611	2672	2323	578	40	213	961	4910	2158	13	32	63	10	45	84	12	132	9	26	15	31	14	49
"New Jersey"	"Washington"	11152	8741	3767	2231	2973	729	22	158	713	4146	2411	13	20	29	15	58	85	6	130	7	14	12	49	57	57
"Texas"	"Idaho"	11127	9449	2341	2588	1401	356	19	83	749	6841	1678	12	4	26	19	30	19	10	100	13	12	4	4	4	39
"Oregon"	"Georgia"	11105	10077	1442	5479	957	198	13	77	2270	6562	1028	1	9	21	7	49	10	1	47	29	3	1	4	3	18
"Utah"	"Oregon"	11103	9620	2752	2748	1461	703	26	53	754	6623	1483	12	5	21	20	28	26	7	119	8	14	8	19	10	19
"Wyoming"	"Arizona"	11077	9798	1673	3678	791	325	10	53	687	7932	1279	11	1	10	9	48	5	1	89	7	5	7	1	0	24
"Massachusetts"	"New Jersey"	11065	9643	3081	3488	2364	1272	18	164	991	4834	1422	7	10	57	8	72	34	10	70	19	3	5	7	7	42
"Tennessee"	"Washington"	11026	8768	4411	2305	3179	491	32	176	882	4008	2258	23	27	15	6	51	61	17	233	26	5	14	30	8	36
"Maryland"	"Missouri"	10988	8674	3432	2733	2291	464	76	362	903	4578	2314	10	10	52	15	63	33	6	169	17	31	16	20	30	80
"Florida"	"Oklahoma"	10945	7880	3165	2432	2048	270	26	93	838	4605	3065	4	12	26	16	54	35	4	122	49	31	9	3	9	63
"Wisconsin"	"Indiana"	10912	8856	3809	3314	2822	426	35	74	1088	4411	2056	12	7	29	13	106	24	14	218	16	26	4	1	5	61
"Arkansas"	"Colorado"	10902	9211	3412	2654	1730	1009	32	113	1122	5205	1691	11	5	35	25	45	24	7	183	18	6	32	6	19	26
"Montana"	"California"	10873	8920	2329	2841	1344	573	23	60	1035	5885	1953	8	29	42	17	66	28	22	127	35	9	24	7	15	23
"Texas"	"Wyoming"	10846	9322	2248	2254	1298	182	14	60	980	6788	1524	4	2	23	31	36	7	2	87	22	8	7	0	3	19
"Missouri"	"Nevada"	10790	8345	3653	2458	2587	1029	12	104	641	3972	2445	6	12	31	644	41	23	17	114	79	28	3	4	16	81
"Wyoming"	"Texas"	10780	9070	2246	2603	1226	241	15	59	1009	6520	1710	7	18	15	39	43	25	0	184	21	25	3	10	12	28
"Minnesota"	"Oregon"	10739	8768	3465	2366	2512	453	44	203	813	4743	1971	10	13	30	6	65	29	12	172	11	33	6	15	17	36
"Texas"	"District of Columbia"	10721	7326	3674	2286	3197	593	25	163	1145	2203	3395	37	54	104	25	139	66	28	169	26	7	23	27	17	30
"Virginia"	"Missouri"	10700	8165	3001	2598	2033	632	46	138	877	4439	2535	13	33	72	23	133	38	3	134	8	54	27	47	22	59
"New Jersey"	"Michigan"	10666	9075	3192	3426	2347	819	38	121	1009	4741	1591	13	13	57	5	59	14	14	209	18	10	5	16	14	22
"Michigan"	"Iowa"	10644	7678	2850	2762	1894	277	28	97	1421	3961	2966	11	5	10	5	69	34	7	1025	11	2	4	15	8	19
"California"	"Mississippi"	10641	8612	2923	3070	1608	300	21	100	1233	5350	2029	2	2	26	22	49	17	2	205	65	14	10	1	5	143
"Maryland"	"Indiana"	10641	8390	3806	2718	2884	255	22	161	1449	3619	2251	1	16	68	15	146	14	9	208	12	6	12	6	19	50
"Washington"	"Pennsylvania"	10637	8499	2778	2536	1993	379	50	191	861	5025	2138	6	48	44	7	103	42	18	162	17	14	9	9	12	45
"Texas"	"Nebraska"	10629	8573	3432	2594	2549	125	39	352	1018	4490	2056	37	3	23	15	105	52	10	154	7	27	20	2	11	23
"Indiana"	"Washington"	10581	8423	3574	2044	2714	460	18	88	564	4579	2158	14	19	37	8	40	20	14	160	10	26	1	9	6	45
"Arizona"	"Massachusetts"	10446	9041	2869	2869	2102	828	12	73	845	5181	1405	5	7	68	2	97	17	5	89	8	4	6	16	3	26
"Georgia"	"Minnesota"	10441	8590	4541	2777	3209	364	37	529	1104	3347	1851	6	5	23	20	55	21	16	138	14	12	11	14	8	29
"Alabama"	"Virginia"	10437	8575	3827	3027	2165	459	16	300	1021	4614	1862	24	4	24	10	57	15	26	193	36	11	11	10	0	53
"Nevada"	"New York"	10428	8365	3023	2214	2491	486	10	108	822	4448	2063	9	28	28	9	169	24	17	129	116	2	14	7	11	14
