"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"Illinois"	"Wisconsin"	138723	117443	35057	45660	23006	10449	738	1340	12948	68962	21280	99	193	416	151	559	374	78	1815	149	244	113	72	82	342
"Maryland"	"Florida"	138533	123559	31190	57019	15237	22456	174	1941	12434	71317	14974	53	74	346	185	471	283	90	1324	218	52	90	63	120	416
"New York"	"North Carolina"	134420	113479	36941	39336	23667	7021	222	3206	12324	67039	20941	78	181	549	144	834	453	65	2044	89	85	100	99	96	460
"Florida"	"Texas"	134130	108533	53386	30761	37176	5082	481	2908	11413	51473	25597	224	212	579	266	683	441	159	2248	206	196	164	107	128	813
"New York"	"Pennsylvania"	128994	109522	31110	41298	21881	4017	251	1725	16383	65265	19472	79	368	418	149	956	623	147	1508	247	165	123	84	88	447
"Massachusetts"	"New Hampshire"	128108	117130	23468	47778	14942	16162	356	1188	12817	71665	10978	32	43	183	94	461	135	72	1082	82	88	63	35	61	156
"Florida"	"California"	127914	104166	43539	33986	30158	11894	351	2034	10547	49182	23748	125	512	417	108	719	380	130	1712	519	126	135	73	109	511
"Virginia"	"Maryland"	124400	103979	45453	39312	31141	10315	103	3985	14428	44007	20421	70	87	406	159	803	290	108	1426	404	75	173	66	142	407
"Florida"	"New York"	123658	99075	37082	32376	32084	7955	179	1393	9994	47470	24583	120	648	615	160	1755	829	224	2659	329	107	215	78	147	291
"Maryland"	"District of Columbia"	121706	56340	33425	12056	29697	5302	111	1193	4167	15870	65366	547	1147	2795	1349	2641	1856	631	6008	1401	135	458	481	440	1462
"Texas"	"Louisiana"	120800	94826	36501	35906	21946	2985	216	1228	15699	52752	25974	160	188	483	359	581	389	154	2854	422	297	121	68	157	751
"Louisiana"	"Texas"	120313	92338	45353	29227	32444	6191	290	2494	10810	40109	27975	169	183	658	356	578	523	150	2930	259	298	115	127	98	897
"Georgia"	"South Carolina"	118649	97433	35188	43243	14726	21505	177	1732	12227	47066	21216	71	140	374	309	933	442	161	1748	191	212	243	78	156	405
"Missouri"	"Florida"	116049	105812	30071	53265	12873	38948	286	1224	7924	44557	10237	29	31	196	96	271	131	39	1127	158	57	61	28	38	232
"Texas"	"Colorado"	115536	99827	36390	29709	21035	8399	460	2318	9419	58196	15709	149	114	246	190	409	243	73	1268	159	116	134	106	130	309
"Oklahoma"	"Texas"	113505	90706	37327	30785	24150	6232	785	1533	11947	46059	22799	110	181	523	259	520	573	72	1727	116	348	127	46	119	581
"Nevada"	"California"	113205	94470	36421	30793	21632	6524	379	1460	10494	53981	18735	120	179	379	143	456	224	80	1286	397	87	85	129	108	362
"Illinois"	"Missouri"	112355	79336	26840	29283	17086	10468	461	1291	9082	40948	33019	211	461	672	225	1729	774	188	3528	445	562	248	216	202	1097
"Oregon"	"California"	111301	100163	18356	46024	11525	5541	275	532	16444	65846	11138	28	121	174	103	395	102	83	964	128	82	54	60	54	186
"North Carolina"	"Virginia"	108969	84965	34406	27414	20381	4701	134	1904	11601	46244	24004	46	107	385	176	798	397	85	2626	136	175	109	78	112	421
"Georgia"	"Alabama"	108886	89650	31483	39981	16799	13541	218	966	12714	45412	19236	76	56	327	226	492	340	68	1637	168	171	123	31	68	450
"Alabama"	"Georgia"	108723	77647	36643	26535	21314	3429	225	1862	11093	39724	31076	91	267	634	318	680	352	146	2975	174	290	209	169	161	811
"Pennsylvania"	"South Carolina"	108341	97666	22080	48937	8338	28401	109	1209	9396	50213	10675	38	44	214	98	451	171	71	1082	131	89	75	38	49	184
"Pennsylvania"	"New York"	107460	79958	30773	22603	26013	4042	212	840	9098	39753	27502	147	782	755	388	1517	783	208	2740	309	283	253	178	155	489
"Illinois"	"California"	106492	86339	36937	27768	26491	7572	341	1409	10463	40063	20153	144	305	459	84	727	368	96	1392	238	239	119	62	145	543
"New York"	"Texas"	106265	85109	37771	26124	29915	4189	359	2167	9482	38997	21156	205	196	492	148	643	498	69	2931	126	145	96	69	168	531
"New York"	"South Carolina"	105539	93674	18890	46227	8484	21564	122	1441	9154	52909	11865	65	43	191	74	497	224	51	886	126	69	100	24	46	263
"New York"	"California"	105352	85338	33548	25923	26002	7821	229	1093	8523	41670	20014	91	470	437	113	685	587	89	1531	258	83	112	114	126	354
"Connecticut"	"Florida"	103777	94553	18974	45416	10113	23712	177	709	9206	50636	9224	35	52	167	91	278	225	71	805	214	104	54	20	52	273
"Colorado"	"Texas"	103021	84334	31079	26580	21733	3678	444	1726	8842	47911	18687	151	115	407	175	388	307	71	1147	109	144	67	103	85	488
"Pennsylvania"	"North Carolina"	101472	86505	26667	29937	14181	6586	214	1537	10399	53588	14967	85	130	356	169	526	209	69	1407	111	168	52	125	60	246
"Ohio"	"South Carolina"	101437	92020	23863	51284	7635	38152	157	672	8931	36473	9417	57	41	396	77	382	94	50	991	92	94	63	62	35	195
"Maryland"	"Pennsylvania"	100142	82704	24343	36721	14933	2461	162	1962	15680	47506	17438	71	155	713	171	698	174	131	1653	170	189	96	84	121	447
"Virginia"	"South Carolina"	98406	88030	22404	45666	7469	26687	203	881	9994	42796	10376	78	38	208	99	429	139	38	709	167	75	54	27	72	178
"Minnesota"	"Florida"	96550	86902	20424	42586	8120	25634	111	1918	6009	45110	9648	27	47	140	62	282	196	41	798	136	58	232	10	45	202
"California"	"Colorado"	93812	79526	26426	26432	17396	4548	262	1814	6978	48528	14286	84	166	321	172	432	259	115	909	159	121	98	93	106	288
"Wisconsin"	"Florida"	92185	84259	19667	43483	7132	27505	174	679	5510	43259	7926	14	42	128	69	215	115	51	855	138	37	36	23	29	210
"California"	"New York"	91905	68210	27777	16261	25787	4139	217	836	4907	32324	23695	67	508	483	97	1842	921	100	1289	283	88	199	55	151	222
"Georgia"	"Tennessee"	91685	70063	26772	28327	15433	10972	302	1177	8448	33731	21622	77	267	597	222	484	335	137	1984	166	275	132	213	104	842
"New York"	"Connecticut"	91352	78129	24327	31201	18858	9710	89	1621	10276	37575	13223	38	112	377	71	777	360	91	961	427	44	124	17	49	240
"Georgia"	"North Carolina"	90927	73036	27941	24147	15599	3840	157	1623	8238	43579	17891	99	145	404	148	566	328	93	1660	227	149	76	143	109	401
"Minnesota"	"Wisconsin"	88163	72991	18958	31436	12576	3092	458	1902	9905	45058	15172	59	53	237	70	329	232	49	1220	120	124	47	53	103	251
"Florida"	"Tennessee"	88133	75471	22213	30665	11515	5101	232	816	8477	49330	12662	40	187	258	119	326	169	173	1284	87	104	59	76	41	278
"Missouri"	"Illinois"	87218	70385	25376	25551	15382	2719	594	936	11939	38815	16833	81	249	361	127	599	381	107	1560	87	153	122	30	62	347
"District of Columbia"	"Virginia"	87128	69089	30139	23178	22127	4981	52	2496	8489	30944	18039	39	88	363	121	631	296	99	1081	132	69	91	31	74	641
"Missouri"	"Kansas"	85981	70703	32276	23503	22783	1795	1026	2913	9728	32458	15278	54	46	228	109	680	230	199	1095	92	197	84	42	69	248
"Arizona"	"Texas"	85667	69654	28279	22200	18409	3184	363	1357	7437	38904	16013	108	90	396	236	412	260	59	1069	83	92	119	59	107	549
"Texas"	"Oklahoma"	85450	70507	28630	21008	18825	1194	562	652	8913	40361	14943	57	95	200	329	311	205	71	1115	304	183	68	54	54	438
"Louisiana"	"Florida"	85383	79623	18152	52393	5108	49478	118	900	5841	18178	5760	36	41	95	89	151	155	32	497	101	20	35	13	30	147
"Virginia"	"Texas"	84813	66701	31829	19636	23777	3803	330	1841	7522	29428	18112	145	123	469	154	517	576	101	2163	131	131	64	84	154	543
"Colorado"	"California"	84128	71166	25406	22733	17428	5408	210	1419	6970	39731	12962	111	151	251	72	485	214	63	899	192	84	92	77	69	255
"North Carolina"	"Georgia"	83576	66522	29027	23322	16323	3900	179	1934	9043	35143	17054	46	194	444	110	427	353	54	1557	148	141	96	62	118	540
"Ohio"	"Kentucky"	83438	67577	27854	25856	19428	4525	148	900	10591	31985	15861	39	63	175	90	387	161	199	1180	76	219	296	73	45	372
"Maryland"	"North Carolina"	83335	69228	23749	25536	12602	3820	140	1677	8634	42355	14107	73	91	311	122	475	288	52	1077	105	59	75	87	80	327
"Georgia"	"Texas"	82272	66150	34111	19000	24249	2530	345	1888	7341	29797	16122	69	95	270	143	376	248	77	1373	83	184	99	43	91	811
"Pennsylvania"	"Delaware"	80692	71036	20692	29895	11205	6911	80	1361	10176	41303	9656	16	71	241	74	166	174	89	767	159	52	78	25	32	215
"Missouri"	"Texas"	80499	66183	32905	18201	22279	3828	701	1849	6526	31000	14316	105	81	296	107	402	268	51	1359	129	117	54	48	110	360
"South Carolina"	"Georgia"	80278	59058	26147	20590	14232	3530	90	1570	8158	31478	21220	52	149	411	169	871	326	73	2112	180	282	128	41	166	664
"Kentucky"	"Tennessee"	80097	63095	20109	29938	11033	12334	208	812	9109	29599	17002	74	233	339	211	390	182	64	1927	95	300	187	70	45	449
"Virginia"	"District of Columbia"	79743	38372	19868	9266	17952	4375	66	890	2888	12201	41371	322	1285	2153	527	1596	876	572	2072	728	127	300	362	403	1769
"South Carolina"	"Florida"	79131	69353	21462	31430	9614	16261	215	1304	6449	35510	9778	99	289	134	104	290	154	87	792	212	87	57	21	53	184
"Washington"	"Arizona"	78554	71477	15607	26856	8484	7054	188	623	4529	50599	7077	39	25	92	59	431	90	30	488	95	29	35	11	47	142
"Indiana"	"Illinois"	78071	57684	23994	19925	17299	4880	195	1219	7672	26419	20387	73	354	563	224	1552	313	119	1837	418	283	223	111	131	651
"New York"	"Georgia"	78017	65005	22925	27551	14895	3352	128	2126	9730	34774	13012	61	140	346	59	325	807	40	1310	95	99	77	36	58	456
"California"	"North Carolina"	77885	64052	22610	20091	12828	2847	184	1591	6471	40131	13833	48	68	284	68	351	429	47	710	82	249	92	66	78	367
"Colorado"	"Florida"	76811	66880	17189	29519	8788	14008	213	1141	5560	37170	9931	57	58	170	60	228	146	60	560	612	36	56	21	66	211
"Pennsylvania"	"Virginia"	76753	64190	23655	24078	14320	7921	97	1373	8389	32090	12563	50	90	260	91	625	174	70	1165	129	112	98	31	46	298
"Ohio"	"North Carolina"	76405	64230	22359	22563	11898	7674	175	1205	7503	35775	12175	62	80	363	90	472	257	26	1238	53	114	43	52	89	231
"Texas"	"New Mexico"	75867	63954	15492	20676	7285	6110	136	365	6178	43880	11913	78	46	227	92	387	73	37	620	195	56	40	28	12	551
"Ohio"	"Texas"	75347	60110	30747	16735	22411	3811	357	1360	6341	25830	15237	101	118	300	109	506	244	55	1697	84	176	70	61	89	506
"Connecticut"	"New York"	75065	56106	20269	17240	17863	4539	94	750	6508	26352	18959	71	471	653	157	1911	575	134	1519	297	93	183	72	128	269
"North Carolina"	"Tennessee"	74840	59116	19661	24618	10443	8466	156	765	7743	31543	15724	37	151	294	181	317	412	79	1526	71	178	129	28	65	411
"Washington"	"Idaho"	74086	63015	12024	19274	6456	3071	209	359	5437	47483	11071	67	21	120	64	287	157	42	784	161	34	33	26	43	149
"New Mexico"	"Texas"	73686	56039	19052	18201	11769	1924	278	910	6960	34198	17647	149	94	253	257	348	313	62	1306	92	159	103	170	91	618
"New York"	"Massachusetts"	73572	61862	21180	21502	17035	6311	71	519	7877	30049	11710	85	157	352	78	477	272	141	928	174	38	63	112	67	153
"Tennessee"	"Alabama"	73193	62916	15485	37591	6716	26847	106	603	7000	21644	10277	86	35	170	78	224	207	26	1145	38	109	58	42	36	205
"Pennsylvania"	"Ohio"	72782	56745	21548	21648	14663	3608	148	613	9667	28046	16037	103	131	374	122	662	380	64	1604	218	153	156	55	116	339
"Indiana"	"Kentucky"	72345	52527	18853	21514	12021	2119	158	440	9380	28409	19818	69	132	379	194	697	297	96	2050	103	255	152	73	82	903
"Tennessee"	"Georgia"	72039	57584	25960	20760	15294	4840	162	1478	8848	26962	14455	40	190	359	79	489	249	68	1455	123	142	124	57	71	392
"North Carolina"	"Texas"	71463	57054	30419	15759	21694	2051	442	1614	6632	24621	14409	57	81	394	106	385	276	53	1603	131	115	62	75	105	416
"Ohio"	"Pennsylvania"	71410	52217	18572	18507	12877	2211	111	749	7961	28308	19193	91	162	369	139	605	332	131	1975	171	182	83	108	93	458
"New Jersey"	"North Carolina"	70335	60200	18244	22235	10297	3286	42	2089	6850	37636	10135	19	154	234	95	373	315	44	747	72	53	58	67	92	218
"Tennessee"	"Texas"	69757	55030	28921	14946	20447	2227	513	1283	5870	24690	14727	82	113	253	128	379	257	77	1934	62	83	85	66	78	752
"Ohio"	"Michigan"	69624	60328	19802	23916	13084	4553	144	665	9689	32193	9296	65	66	178	41	404	117	33	1118	177	78	64	58	37	160
"Wisconsin"	"Minnesota"	69013	54471	18344	21588	13786	2691	185	2901	6187	28721	14542	80	90	336	81	360	230	75	1336	84	145	53	65	141	162
"Minnesota"	"Texas"	67735	57917	19346	17029	13553	3483	318	1924	4300	34339	9818	45	96	310	92	305	186	52	990	83	107	40	38	101	243
"Illinois"	"Arizona"	67712	59035	19245	23632	11533	6237	131	1066	5529	34539	8677	35	74	164	75	688	172	45	760	87	52	59	11	33	197
"Florida"	"South Carolina"	67625	58870	17926	24109	8388	7255	144	906	6120	36057	8755	25	71	157	105	446	123	26	800	98	40	32	26	53	155
"Pennsylvania"	"California"	67120	54023	22811	16285	16246	3918	167	830	5919	26943	13097	56	281	231	72	462	206	65	1015	295	77	89	73	64	305
"California"	"Georgia"	66864	52886	20172	19437	12736	2477	139	1687	5622	30225	13978	59	165	541	57	363	624	64	918	136	113	68	45	88	470
"Washington"	"Texas"	66857	54331	20904	17063	14829	2451	289	1098	5709	29955	12526	92	57	347	123	286	163	46	821	68	133	56	33	114	444
"Wisconsin"	"Illinois"	66395	48631	17696	18770	12744	4456	179	1080	6295	23877	17764	49	194	419	466	517	251	123	1908	192	121	227	103	59	359
"Pennsylvania"	"Texas"	66062	53241	24945	15103	18557	2235	249	1112	5395	25693	12821	65	115	377	80	405	184	54	1032	82	144	49	118	116	374
"New York"	"Virginia"	65713	55598	21388	19286	14777	5101	73	1625	6761	27261	10115	34	66	174	61	541	168	62	990	75	72	47	34	37	247
"New Jersey"	"California"	65670	54374	21010	16252	14819	4313	242	850	5359	28791	11296	43	178	417	60	318	255	34	632	159	69	57	72	59	277
"Texas"	"Arizona"	65434	54532	22561	17674	15560	3845	168	936	4849	29174	10902	44	67	156	150	1423	133	39	692	148	58	61	20	26	373
"Ohio"	"California"	65380	51947	23306	17009	15796	4413	183	817	6717	24021	13433	77	275	210	86	471	184	72	1093	271	117	73	66	68	275
"Mississippi"	"Alabama"	65346	57753	13618	37014	6192	29455	60	364	5164	16518	7593	67	26	128	144	258	118	26	833	68	125	43	18	32	137
"Ohio"	"Indiana"	65211	51398	21630	18004	16084	2554	118	435	6768	25439	13813	42	57	260	66	376	121	112	1364	86	208	65	37	44	338
"Florida"	"Alabama"	64934	52184	18284	20508	9756	5800	85	466	6341	29736	12750	33	27	189	206	305	214	51	1131	174	138	111	26	104	272
"Illinois"	"Michigan"	64928	56957	17723	20729	10342	5111	112	800	7239	33353	7971	41	65	169	68	346	87	35	680	126	89	52	32	27	371
"Florida"	"Pennsylvania"	64772	54237	15884	20774	9732	2793	108	1252	6142	34210	10535	26	86	194	84	471	182	173	972	77	86	52	61	48	201
"California"	"Idaho"	63995	56305	8622	18495	4146	1199	131	224	5206	45399	7690	28	19	100	78	210	96	54	683	56	35	25	18	36	131
"Virginia"	"California"	63263	49905	24062	14465	17083	3539	226	1041	5546	22470	13358	94	271	351	103	479	205	57	929	125	53	53	70	73	314
"Texas"	"Georgia"	63156	49857	23119	16235	14974	2173	136	1627	6105	24842	13299	79	130	420	98	295	456	88	993	117	120	64	120	192	448
"Mississippi"	"Tennessee"	63107	39817	18766	14288	11943	4574	121	611	5012	17556	23290	72	202	460	213	734	315	130	2975	190	308	141	90	148	1418
"Tennessee"	"South Carolina"	61937	53635	15847	28691	5721	19258	91	380	7064	21121	8302	29	33	109	90	305	138	45	953	68	100	67	20	35	204
"Arkansas"	"Texas"	61887	48360	22252	14406	14358	2533	428	968	6292	23781	13527	74	122	280	148	408	258	29	1329	71	140	163	64	67	410
"Texas"	"New York"	61813	46668	22408	12134	20637	2841	83	799	3567	18741	15145	65	441	339	61	1264	592	99	882	181	75	120	46	71	304
"Kentucky"	"Ohio"	61187	42400	16221	16419	10457	2910	194	553	7077	21209	18787	48	184	371	179	954	450	90	2022	306	190	136	72	99	437
"Mississippi"	"Florida"	60999	55067	14724	34000	4829	29324	53	525	4758	15578	5932	36	20	119	52	241	71	21	469	57	57	31	12	27	105
"Colorado"	"Arizona"	60380	53019	13776	20880	8616	3852	74	1289	3821	35367	7361	19	18	115	58	596	127	20	514	130	45	52	24	28	131
"Maryland"	"Texas"	60225	48234	21548	15017	16070	1739	248	1699	5072	23406	11991	75	85	274	127	282	119	39	1059	56	130	44	75	60	302
"New Jersey"	"South Carolina"	60145	54489	10608	25275	5040	9924	68	1040	4914	33503	5656	21	33	85	40	276	136	26	390	86	40	29	28	47	124
"New Hampshire"	"Massachusetts"	60117	48868	15072	18341	12331	6599	113	471	5436	23918	11249	83	183	371	98	366	251	111	1065	166	51	59	65	80	201
"Illinois"	"Tennessee"	60029	50149	15959	19485	9460	3872	130	754	5107	30826	9880	83	168	190	95	245	198	61	803	65	131	41	25	33	232
"Connecticut"	"Massachusetts"	59487	49854	14096	19563	10942	6194	122	299	6530	25767	9633	43	97	268	69	392	204	314	777	127	35	62	189	66	167
"Alabama"	"Tennessee"	58362	46499	15845	21467	10074	10093	135	628	5360	20209	11863	69	269	245	99	271	215	26	1483	96	169	76	40	55	250
"Texas"	"Arkansas"	58202	50251	12586	19272	6962	1940	275	319	7026	33729	7951	30	19	83	37	257	84	24	747	50	76	137	12	25	118
"Tennessee"	"Mississippi"	58115	46689	21030	18455	10773	1500	93	428	8521	25374	11426	15	27	138	74	220	106	38	1320	239	89	96	13	31	329
"Massachusetts"	"Maine"	57971	54599	7082	21011	3856	5558	42	153	5462	39528	3372	17	23	76	53	163	58	22	209	33	16	19	12	5	53
"Kentucky"	"Indiana"	57725	46376	19663	17854	12962	1447	162	280	9297	22228	11349	22	56	221	70	266	150	80	1338	97	138	66	27	34	247
"North Dakota"	"Minnesota"	57700	48566	11585	20686	8360	1423	69	1693	5241	31780	9134	45	117	252	45	389	91	28	798	60	69	14	23	30	84
"Texas"	"Alabama"	57579	49922	14316	25244	6876	14976	126	496	5818	21630	7657	26	40	168	96	179	204	25	665	45	36	55	24	24	155
"Michigan"	"Texas"	57180	45135	21262	14960	15925	3324	191	956	4244	20495	12045	64	86	249	86	248	195	17	1015	65	140	54	30	46	328
"Michigan"	"Ohio"	56922	43940	18713	16764	12894	4046	199	481	6065	20255	12982	69	122	306	118	703	220	67	1493	100	387	77	87	60	357
"New Jersey"	"Texas"	56657	45644	20973	13294	16040	2043	241	1191	5050	21079	11013	85	47	289	58	306	287	48	806	86	82	59	53	87	346
"Ohio"	"Tennessee"	56512	47493	14537	20514	8633	8381	87	571	4628	25193	9019	64	167	198	83	204	85	63	867	40	104	54	36	48	257
"Maryland"	"South Carolina"	56450	50672	11442	24931	4241	11116	94	522	5808	28891	5778	38	21	81	63	241	99	31	438	73	37	41	14	48	104
"Georgia"	"California"	55910	45855	20777	15526	14337	3823	269	1081	5025	21320	10055	54	170	177	51	385	180	44	756	116	60	75	21	34	305
"Tennessee"	"North Carolina"	55904	43468	15824	14481	8503	3223	120	792	5567	25263	12436	28	67	172	85	370	250	51	1426	110	99	58	103	53	237
"California"	"Illinois"	55747	43982	15116	14230	10769	3469	104	1128	4651	23861	11765	28	138	414	70	754	539	57	923	154	82	48	272	68	266
"Florida"	"Ohio"	55644	45879	14548	19065	8960	4414	180	394	6403	25528	9765	20	67	247	53	381	153	48	1411	719	115	58	12	77	208
"Virginia"	"Georgia"	55609	43759	18557	15089	10563	2078	101	1437	5284	24296	11850	43	165	338	73	304	191	50	946	73	91	48	42	95	349
"Arizona"	"Florida"	55334	47654	14056	21136	7381	9333	133	702	5192	24913	7680	11	28	118	55	192	118	77	655	633	62	67	28	34	220
"Minnesota"	"Arizona"	55178	49729	13934	20544	7208	5312	38	1200	3218	32753	5449	15	41	153	42	416	79	22	438	48	30	14	14	20	105
"Louisiana"	"Alabama"	54872	51443	8753	37221	2478	34376	29	122	3739	10699	3429	74	10	43	33	68	67	8	359	59	76	16	107	25	73
"Florida"	"Virginia"	54330	46555	18601	15041	11801	3067	51	1497	4882	25257	7775	29	30	154	51	311	166	29	836	61	53	38	31	42	176
"Massachusetts"	"New York"	54317	41770	15560	11641	13782	2895	81	371	4102	20539	12547	181	281	404	79	701	460	96	1041	161	70	53	113	83	184
"Minnesota"	"California"	54192	44528	16114	16187	11007	3605	137	1385	5450	22944	9664	31	172	500	59	217	239	33	693	130	35	44	67	31	195
