"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"New York"	"Florida"	539720	498789	100934	264466	59175	134721	1026	7642	32922	263303	40931	98	330	926	303	1784	880	300	4025	662	214	346	90	128	1097
"Georgia"	"Florida"	373676	333095	95115	181550	41937	121841	649	4930	23855	139883	40581	169	240	935	338	1215	668	416	3688	1183	342	203	124	230	1418
"California"	"Arizona"	318656	274234	88281	93880	62132	13316	876	3536	18885	175489	44422	204	169	609	315	2685	562	173	3844	448	257	333	73	109	1028
"North Carolina"	"South Carolina"	317186	266488	85226	127020	35916	57924	491	4574	29250	138333	50698	119	268	718	352	2235	948	222	3691	388	384	433	144	316	997
"California"	"Texas"	303906	251858	89802	77885	64495	7592	1475	5091	20459	152746	52048	286	313	876	407	1390	1063	159	6132	390	378	697	244	328	1436
"Ohio"	"Florida"	296595	273717	65351	143820	26179	88666	571	1868	15942	140491	22878	80	105	356	187	1115	406	95	2527	325	202	141	69	74	560
"Pennsylvania"	"Florida"	287808	260913	63127	124752	31309	60092	438	3314	17783	147977	26895	103	167	1027	360	1017	496	182	2652	393	163	160	126	118	833
"New Jersey"	"Florida"	257808	238404	50081	118239	27123	55075	467	3723	15621	136395	19404	83	98	368	321	783	549	112	1595	414	111	126	79	99	582
"California"	"Nevada"	250984	208523	66353	80889	42232	17865	683	3397	15913	128433	42461	188	227	612	460	751	446	329	2616	2046	403	233	81	214	1355
"Illinois"	"Florida"	246137	224781	52870	113645	23785	66937	469	3013	14255	116322	21356	55	145	383	126	806	587	67	1787	597	144	123	44	75	504
"New York"	"New Jersey"	221822	195602	63383	84407	50892	22055	218	4278	21148	97011	26220	34	68	525	164	1169	496	148	1686	555	119	115	64	162	642
"California"	"Oregon"	217581	195687	37733	60395	22968	6461	709	1004	11374	153171	21894	179	157	332	169	694	254	101	1459	148	100	96	91	123	394
"Tennessee"	"Florida"	208938	192830	47744	116345	18004	92274	406	2092	12562	67492	16108	32	81	257	149	546	209	88	2236	202	96	94	59	42	346
"Texas"	"Florida"	207993	183679	57211	86993	29434	51721	487	3523	14683	83831	24314	175	125	396	249	841	430	164	1648	373	323	139	108	115	773
"Florida"	"Georgia"	203482	170525	63045	64365	34560	6629	303	3874	15924	109235	32957	105	297	770	247	950	830	148	2800	230	251	200	155	183	914
"Massachusetts"	"Florida"	200898	188779	34861	93838	17846	49094	330	1154	10799	109556	12119	35	78	192	110	503	349	53	1201	241	97	72	30	65	333
"New Jersey"	"New York"	192657	138293	50284	44034	44465	10882	299	1787	12495	68365	54364	449	2031	2534	733	2420	2540	458	4163	832	270	498	286	497	750
"Michigan"	"Florida"	188801	176508	42250	93448	16827	61138	489	1377	9085	87592	12293	69	82	178	87	415	178	117	1183	148	94	50	79	72	262
"Pennsylvania"	"New Jersey"	188196	170959	43538	74114	25115	27672	644	2551	19587	95390	17237	35	60	436	119	784	460	116	1676	248	89	108	60	38	621
"Virginia"	"North Carolina"	186471	155188	49687	59501	25305	11467	324	3101	18084	96907	31283	138	180	597	221	1043	405	117	2644	155	248	169	182	142	843
"Washington"	"Oregon"	184092	152769	48806	47176	30480	10926	1037	1263	12924	96139	31323	213	286	429	178	865	267	133	2014	187	456	147	111	164	797
"California"	"Florida"	181661	160906	37055	57720	22889	23374	447	2346	10269	101581	20755	72	122	327	116	798	696	103	1253	1099	61	111	52	100	468
"California"	"Washington"	180317	159085	45666	49758	31810	7910	793	2076	11341	105155	21232	248	195	329	148	606	297	103	1450	127	258	141	109	180	380
"Alabama"	"Florida"	178244	160753	39407	99821	15255	80608	291	1756	10714	52129	17491	100	119	246	175	565	349	121	2485	164	183	93	86	107	451
"Indiana"	"Florida"	177027	165233	38597	96647	13957	68295	261	1176	8586	72958	11794	39	53	146	106	311	310	74	1113	142	107	81	28	55	323
"Virginia"	"Florida"	176081	154151	45846	66867	24545	27436	330	2184	13027	86629	21930	104	122	459	205	760	477	94	1372	346	154	199	87	134	440
"Texas"	"California"	175019	140571	65427	41790	46808	8421	706	2582	13035	69019	34448	211	568	558	142	1253	455	172	2633	340	198	157	126	179	675
"New Jersey"	"Pennsylvania"	174719	145769	44945	58580	32227	5882	314	3837	16226	87283	28950	86	729	991	230	2155	833	138	2831	458	206	184	237	276	848
"Oregon"	"Washington"	173095	146617	49324	45263	33340	6027	1640	1694	12999	90917	26478	93	105	383	140	784	339	105	1794	185	186	125	87	155	474
"North Carolina"	"Florida"	172195	154031	49039	67068	24977	30570	357	2731	11061	84335	18164	47	157	371	130	675	436	94	1751	195	134	116	50	49	552
"South Carolina"	"North Carolina"	165978	125641	46587	46215	28160	6961	202	3254	12762	74302	40337	151	257	1519	255	1115	830	160	2854	319	410	226	151	199	1366
"Arizona"	"California"	160239	132995	54706	45342	34280	12215	439	1699	12453	71909	27244	51	241	467	240	895	458	53	2498	405	108	97	76	104	527
"Florida"	"North Carolina"	159664	139178	37792	49925	19950	8181	294	2078	11449	97226	20486	74	125	466	175	945	335	150	1957	214	104	126	81	110	347
"District of Columbia"	"Maryland"	159209	133820	66097	49830	49319	11064	106	6267	16744	50320	25389	70	85	536	169	915	241	118	1994	442	75	246	63	98	497
"Kansas"	"Missouri"	157797	108031	39826	39585	26478	9557	1167	2786	11178	56865	49766	400	680	1187	664	1444	1074	214	3798	597	519	267	244	272	1364
"Virginia"	"Texas"	147652	64132	29805	20021	22870	3311	362	1752	5592	30245	83520	243	113	2527	156	538	3253	59	48873	123	142	73	38	112	435
"Kentucky"	"Florida"	146856	137209	31249	83746	11056	64339	380	1245	8062	52127	9647	27	68	125	151	289	183	71	1273	93	127	53	18	71	292
"Washington"	"California"	145811	124857	40575	42560	27753	11238	334	2042	8635	74855	20954	102	262	429	138	677	300	93	1265	185	131	130	104	175	451
"Illinois"	"Indiana"	144595	122310	47684	50701	33876	4812	388	5864	14536	62834	22285	78	84	424	150	925	236	239	2150	440	278	111	79	100	567
"New York"	"North Carolina"	143327	123883	38626	45322	25567	7500	255	3611	10452	76498	19444	80	90	492	184	857	460	105	1805	159	132	75	80	102	399
"Illinois"	"Wisconsin"	143121	121025	35932	48441	25367	10686	749	1582	11152	71489	22096	122	146	438	134	569	359	73	1716	189	257	80	145	111	331
"Nevada"	"California"	139133	122267	33384	45709	19537	7877	397	1191	12147	81118	16866	55	191	252	99	448	147	115	953	404	86	130	97	71	303
"New York"	"Pennsylvania"	138043	117396	32261	46599	22157	3885	188	2027	15209	73930	20647	72	363	432	118	1044	902	157	1802	182	252	114	93	120	547
"Massachusetts"	"New Hampshire"	134422	123211	24582	52228	16842	17648	432	994	10996	76299	11211	27	65	304	58	505	112	72	1037	117	118	120	18	60	127
"Pennsylvania"	"Maryland"	133770	115245	33559	54927	18378	37099	114	2038	9721	47895	18525	41	67	291	86	803	640	58	1733	186	88	149	60	84	362
"Illinois"	"Texas"	133003	111097	48445	37019	36623	6661	458	3160	9797	54398	21906	114	153	375	179	579	428	118	1691	131	230	126	92	131	1599
"Maryland"	"Virginia"	131476	104761	42877	36616	31212	7533	104	3290	10297	52325	26715	93	66	476	180	908	231	80	3054	392	105	96	69	126	1138
"Maryland"	"Florida"	130433	116504	30847	53894	16806	20886	210	2034	9193	67375	13929	53	78	224	143	517	176	59	1332	182	59	68	73	77	469
"Florida"	"California"	130427	109107	42699	38200	31020	12330	370	2060	8661	54666	21320	54	416	314	97	776	400	133	1589	481	71	109	97	114	394
"Virginia"	"Maryland"	127917	107789	45661	41940	31457	11553	117	4364	11467	48831	20128	40	95	422	121	827	236	63	1370	325	59	180	72	135	338
"Florida"	"New York"	127076	104141	39319	34206	33766	7882	277	1478	9651	51087	22935	81	637	592	155	2023	1105	172	2110	281	157	255	106	102	332
"Florida"	"Texas"	126007	104727	47157	31673	34173	5145	542	2632	9327	52908	21280	129	164	508	262	718	370	146	2011	193	168	120	128	190	668
"Colorado"	"Texas"	125476	100629	36201	34738	25227	4444	590	1950	9620	58798	24847	151	135	446	206	528	314	85	1530	125	182	116	63	143	655
"Georgia"	"South Carolina"	118181	98814	32367	45005	14437	20853	190	1721	9764	51849	19367	72	118	349	128	877	282	84	1581	132	240	284	69	197	446
"Oregon"	"Texas"	117592	35202	6198	17208	4155	1043	142	280	4655	24927	82390	8	14	2688	36	104	4118	13	54337	15	27	10	6	23	75
"Connecticut"	"Florida"	114636	106132	21430	52671	11517	25130	171	819	7315	61180	8504	26	36	168	74	381	209	50	801	137	73	57	36	99	184
"Texas"	"Colorado"	113100	96763	33923	30904	21001	8004	319	2590	7539	57310	16337	188	125	277	183	494	325	73	1251	160	152	76	84	103	380
"Maryland"	"District of Columbia"	111349	53168	30823	11125	27790	5148	93	1156	3397	15584	58181	499	1014	2436	918	2209	1289	468	6247	1193	153	493	407	523	1524
"Louisiana"	"Texas"	111142	84821	43887	25975	31743	4650	396	2142	7963	37927	26321	168	170	526	313	541	487	111	2620	187	261	181	104	90	814
"California"	"New York"	109911	88326	31200	18094	29180	4220	243	882	4345	49456	21585	68	599	415	104	3793	1033	112	939	293	92	179	86	88	172
"Missouri"	"Florida"	109478	99317	26933	50659	11339	36137	194	1195	6210	44242	10161	31	88	165	50	467	184	36	1121	291	53	59	25	45	184
"District of Columbia"	"Virginia"	109335	86397	35928	31673	25837	6487	71	3065	9657	41280	22938	39	101	480	158	837	336	74	1460	159	109	74	80	90	898
"Illinois"	"Missouri"	108146	78716	24541	32468	16833	12803	449	1163	7012	40456	29430	211	420	912	267	1506	689	147	2721	282	542	183	181	183	807
"Georgia"	"Alabama"	107867	89825	30486	42424	16562	15291	267	881	10262	46562	18042	85	37	320	231	568	353	76	1616	180	192	82	44	58	445
"New York"	"South Carolina"	107588	97225	20154	46050	9944	20745	130	1662	6659	58085	10363	38	34	152	81	574	157	30	783	128	98	66	17	44	192
"North Carolina"	"Virginia"	106265	86410	30924	32756	18803	4803	111	2144	10402	50147	19855	37	78	267	122	796	308	103	1636	79	187	95	65	70	331
"Illinois"	"California"	105244	89320	33498	31477	24601	7374	252	1667	8106	47320	15924	87	283	330	79	621	314	113	1182	163	91	87	78	86	336
"Texas"	"Louisiana"	104760	80903	31822	30357	19288	2767	276	1105	11346	46121	23857	164	169	425	436	670	273	103	2415	396	334	99	78	142	676
"Pennsylvania"	"South Carolina"	104716	95270	18913	50060	7670	27764	120	1314	6747	51655	9446	49	140	162	92	406	192	55	992	168	80	57	40	37	217
"Oklahoma"	"Texas"	103333	82605	33885	28545	22555	5518	565	1350	9174	43443	20728	133	141	480	202	790	322	79	1379	142	260	94	51	88	528
"New York"	"California"	101534	84872	35262	26337	28223	7858	227	1000	6918	40646	16662	87	463	432	76	592	470	72	1337	244	88	117	96	88	269
"Georgia"	"North Carolina"	100488	82988	29374	29088	16708	4302	194	2052	8296	51436	17500	73	178	298	120	598	331	72	1381	532	129	68	153	100	343
"Pennsylvania"	"New York"	99855	75308	30461	21809	26595	3929	88	991	6902	36803	24547	121	710	570	139	2006	763	111	2318	235	129	175	144	154	547
"Colorado"	"California"	99598	80784	27123	28018	18500	5588	239	1488	7241	47728	18814	67	176	277	78	417	164	84	1083	233	83	105	56	84	323
"California"	"Colorado"	99333	85345	24357	28303	16641	5085	239	1995	6066	55319	13988	81	91	258	113	439	239	90	956	132	81	101	70	117	325
"Georgia"	"Tennessee"	99249	78067	26627	34429	15776	12010	332	1314	7405	41230	21182	57	333	884	150	478	347	141	2132	129	248	182	137	110	680
"Pennsylvania"	"North Carolina"	98418	85163	24570	30333	13805	6323	192	1831	7939	55073	13255	85	81	470	175	504	348	61	1313	97	123	52	130	55	315
"New York"	"Texas"	97203	79957	38263	24517	29853	3742	332	2135	8133	35762	17246	182	149	359	165	655	513	63	1964	111	159	68	74	132	462
"Alabama"	"Georgia"	95986	69342	32874	24385	19765	2766	149	1524	7353	37785	26644	105	265	553	146	641	328	139	2583	133	252	154	108	150	773
"New York"	"Connecticut"	95712	82523	25316	34502	19895	9957	105	1840	9825	40901	13189	27	43	310	54	776	349	64	1067	365	25	94	11	30	301
"Ohio"	"South Carolina"	94973	86799	21703	49123	7113	35319	121	645	7135	36466	8174	69	65	105	80	347	98	39	757	104	90	46	26	31	164
"Maryland"	"Pennsylvania"	94575	77498	22520	32799	13801	2446	162	1682	10974	48433	17077	112	115	368	167	649	193	162	1504	153	236	112	66	72	383
"Oregon"	"California"	92744	83326	17528	34056	11437	4182	211	497	9535	57464	9418	23	86	187	88	283	150	54	609	112	79	56	34	44	199
"Virginia"	"South Carolina"	91023	81541	20261	43092	7291	24633	133	950	7807	40727	9482	63	56	143	72	424	105	31	647	128	67	85	33	70	197
"Florida"	"Tennessee"	90272	78835	20550	35428	10588	5804	191	1070	7249	53933	11437	57	176	260	75	307	120	173	1117	75	115	81	35	56	242
"Minnesota"	"Wisconsin"	88827	74097	17860	32414	12157	3026	360	1837	8099	48618	14730	103	63	252	86	279	218	54	1191	197	154	63	80	41	192
"California"	"North Carolina"	88051	77922	21171	22500	12823	2751	133	1626	5888	54701	10129	23	72	286	47	382	404	46	653	60	62	51	56	48	236
"Wisconsin"	"Florida"	87631	80177	18856	41346	8125	26249	227	578	3917	41081	7454	43	40	144	110	249	134	35	645	160	51	30	33	29	178
"Minnesota"	"Florida"	86425	77618	18309	38837	7846	23808	190	1791	3963	40020	8807	46	37	162	49	239	134	27	648	123	83	40	27	46	188
"Texas"	"Oklahoma"	86385	69300	27855	20817	18447	1182	619	575	8288	40189	17085	88	58	227	152	410	269	78	1103	480	211	71	45	70	399
"Ohio"	"Kentucky"	84502	69341	26676	27200	18559	4832	318	904	9081	35647	15161	57	50	282	90	412	275	214	1076	46	179	395	26	44	404
"Arizona"	"Texas"	83842	70541	31201	20620	22694	2747	419	1508	5283	37890	13301	113	57	298	139	450	203	51	886	83	96	114	42	47	437
"Georgia"	"Texas"	83293	69457	31408	21379	22486	2628	370	1724	6323	35926	13836	68	129	288	127	433	235	51	1073	76	194	77	48	93	985
"Pennsylvania"	"Delaware"	82923	73018	19601	33756	10331	7229	87	1459	9492	44420	9905	13	99	179	85	180	168	48	787	167	34	94	14	17	146
"Tennessee"	"Alabama"	82752	71539	16653	43048	7519	29847	208	557	7042	26366	11213	94	47	187	78	194	138	26	1707	62	129	36	27	36	188
"Texas"	"New Mexico"	82035	69112	15544	22900	7853	6449	86	542	5327	48855	12923	34	35	130	65	427	67	78	705	168	112	40	63	22	502
"Missouri"	"Illinois"	81896	66805	23477	24188	14940	2440	527	736	8944	39218	15091	105	238	303	88	519	330	106	1491	122	134	125	43	57	288
"Colorado"	"Florida"	81628	71448	16474	32539	8510	14054	161	1196	4527	43000	10180	57	48	156	116	248	144	42	665	680	46	29	33	50	218
"Louisiana"	"Florida"	81442	75151	17244	50155	5111	46186	107	949	5091	17707	6291	45	39	109	48	155	80	33	1032	74	29	34	51	20	127
"Washington"	"Texas"	80841	68577	26054	24279	20960	2069	288	2231	4702	38327	12264	76	73	163	84	298	230	15	770	53	114	60	39	104	1564
"New York"	"Georgia"	80531	68515	26214	27375	17124	3618	127	2739	7231	37676	12016	35	163	334	91	384	689	60	1243	77	87	74	46	82	412
"Indiana"	"Illinois"	79518	58328	24483	20531	17982	4716	154	1295	6276	27905	21190	71	328	536	199	1414	340	112	1772	545	230	209	95	101	618
"Ohio"	"North Carolina"	78501	67175	22253	23410	12084	7687	343	1220	6042	39799	11326	65	54	180	81	453	437	29	1218	65	104	60	46	53	401
"South Carolina"	"Florida"	77254	69196	20543	31162	9691	15850	175	858	4795	37827	8058	51	52	138	79	311	120	79	694	120	80	42	32	24	182
"Missouri"	"Kansas"	77199	63652	29467	21889	21144	1383	913	2695	6790	30727	13547	20	39	186	97	482	173	39	1030	81	92	70	92	32	253
"Washington"	"Idaho"	77004	67580	11223	20222	6502	2982	264	414	4172	53246	9424	68	14	127	53	232	200	23	461	75	78	38	40	43	91
"California"	"Georgia"	76865	66359	19257	22557	12477	2380	169	1746	5481	44106	10506	33	137	228	46	273	533	32	800	94	99	53	21	72	446
"North Carolina"	"Georgia"	76823	62360	26921	21818	15724	4181	134	2057	6029	34235	14463	18	228	346	89	427	277	64	1354	120	136	86	72	124	384
"Virginia"	"Massachusetts"	76813	14091	5153	4710	3978	1150	18	480	1314	7151	62722	89	42	1363	14	100	3638	17	44643	33	5	5	14	27	47
"Washington"	"Arizona"	76381	70636	13781	28470	7885	5982	115	702	3312	52640	5745	15	24	119	42	373	132	23	345	52	29	39	9	28	160
"California"	"Idaho"	75792	68435	9734	22665	5347	1703	223	331	3748	57083	7357	41	13	78	100	203	114	39	403	44	66	58	12	24	115
"Tennessee"	"Georgia"	74870	60730	27415	22702	15825	5172	208	1444	7776	30305	14140	64	127	343	58	489	210	45	1783	108	136	83	51	89	403
"Tennessee"	"Texas"	74604	58555	30402	16126	21523	2665	458	1400	5908	26601	16049	39	71	270	126	373	223	57	2222	69	165	75	59	46	978
"Maryland"	"North Carolina"	74524	62532	20448	23907	11888	2934	118	1439	6219	39934	11992	152	48	220	84	399	120	34	917	72	74	36	105	53	235
"South Carolina"	"Georgia"	74138	53954	23267	19701	13019	2934	117	1317	6224	30343	20184	45	175	433	130	898	291	105	1927	158	308	140	87	149	601
"Connecticut"	"New York"	73708	56385	22196	16371	19856	4265	59	712	4959	26534	17323	61	505	599	95	794	606	130	1375	228	87	115	64	125	264
"Ohio"	"Michigan"	73064	63492	20854	25881	14724	4829	207	770	8732	34230	9572	25	38	250	45	320	177	22	1128	84	126	72	16	38	152
"Virginia"	"District of Columbia"	73046	36806	19556	7764	17839	4102	59	686	2229	11891	36240	283	852	2230	448	1565	827	401	2223	627	109	192	355	515	598
"Kentucky"	"Tennessee"	72218	58366	18666	27482	10503	12078	167	979	6295	28344	13852	74	136	303	127	296	159	82	1585	81	211	254	29	42	370
"Pennsylvania"	"Ohio"	71658	55974	20133	22900	13933	3071	155	629	7812	30374	15684	90	134	323	133	534	339	52	1749	187	249	138	51	158	518
"Illinois"	"Arizona"	71406	63004	18560	26576	11525	6819	121	1335	3656	39548	8402	29	43	134	72	638	92	20	473	90	46	33	27	36	213
"Colorado"	"Arizona"	70940	62765	14430	25167	8435	4379	99	1336	3593	44923	8175	25	36	104	106	621	113	20	478	106	75	33	41	49	261
"Indiana"	"Kentucky"	70581	52302	19654	21250	13014	2470	228	410	6311	29869	18279	73	168	350	154	594	232	52	1720	64	380	221	147	47	547
"New York"	"Massachusetts"	70524	58900	19989	19904	16560	6509	83	439	6401	28908	11624	74	155	373	57	510	267	63	876	165	51	62	118	72	139
"Ohio"	"Pennsylvania"	69840	52170	17395	19343	12486	1948	98	606	7417	29615	17670	75	93	332	149	663	532	141	1678	108	292	113	91	81	296
"Wisconsin"	"Minnesota"	69433	55332	19078	22047	14172	2475	315	2997	5525	29848	14101	141	103	276	77	395	256	56	1253	110	156	64	123	110	266
"New Jersey"	"North Carolina"	69255	60849	16279	23848	9902	3211	72	1729	4860	41075	8406	30	62	136	83	343	226	45	552	60	62	28	68	48	194
"Oregon"	"Massachusetts"	68982	3963	721	1584	554	345	8	15	467	2574	65019	0	7	2134	1	16	2850	7	47129	1	3	2	8	2	4
"Missouri"	"Texas"	68805	57192	28434	15527	20867	3331	613	1554	4635	26192	11613	64	69	258	90	349	300	43	1152	107	149	68	46	81	302
"Pennsylvania"	"Virginia"	68565	57958	20847	22580	13055	7368	66	1333	5648	30488	10607	76	63	185	50	420	122	63	1347	90	54	82	33	31	210
"Texas"	"Arizona"	68339	57168	22421	19043	14929	4196	147	878	3928	33090	11171	57	40	221	103	1375	168	33	800	92	67	61	40	51	316
"Connecticut"	"Massachusetts"	68027	58250	15787	23694	12556	7579	89	231	6256	31539	9777	54	181	302	48	317	223	73	810	120	58	63	102	56	124
"Florida"	"South Carolina"	66874	58537	17337	24927	8530	7115	78	1013	4698	37103	8337	69	44	246	82	351	182	46	730	68	43	45	19	55	191
"Georgia"	"California"	66830	58196	20490	22456	15100	4161	213	981	5347	32394	8634	36	140	138	34	294	141	42	591	80	52	70	44	52	273
"New York"	"Virginia"	66296	56849	23187	18237	16620	5311	65	1661	5267	27925	9447	15	61	138	79	465	185	40	778	72	74	88	21	40	184
"North Carolina"	"Tennessee"	66181	54217	17084	22798	9518	7781	194	880	5086	30758	11964	44	123	248	129	252	184	100	1139	76	108	75	19	35	294
"Florida"	"Alabama"	65959	53467	17965	22303	10322	5153	128	500	5385	31979	12492	30	42	155	185	307	239	65	1077	230	176	89	14	66	267
"Florida"	"Pennsylvania"	65226	56331	16117	22314	11317	3427	94	1123	4948	35422	8895	21	94	206	50	500	130	113	618	107	65	48	28	71	197
"Minnesota"	"Texas"	64567	56681	20962	12579	15605	2644	313	1865	3273	32981	7886	33	65	196	46	214	138	31	838	50	91	73	41	93	247
"Virginia"	"California"	64322	51500	24706	15106	18742	3249	263	1268	4573	23405	12822	93	607	296	121	445	204	75	1062	107	58	63	65	74	234
"New Mexico"	"Texas"	64193	48283	16062	17403	9866	1858	231	735	5013	30580	15910	185	58	241	227	388	184	58	1303	82	115	106	57	76	576
"Texas"	"Georgia"	64176	50701	24257	15524	15709	2052	183	1763	4858	26136	13475	51	144	249	64	424	505	61	925	77	98	76	36	161	538
"California"	"Illinois"	63788	55029	14254	15246	10690	3534	103	944	4069	35689	8759	48	120	203	62	690	322	40	557	107	63	53	37	77	160
"Ohio"	"Texas"	63274	51460	24931	15012	18545	3238	279	999	4198	24201	11814	93	103	243	99	348	177	37	1267	67	165	72	111	66	302
"Wisconsin"	"Illinois"	63212	48091	17660	18686	13192	4638	211	861	5217	23972	15121	67	165	451	94	530	257	73	1479	181	184	92	119	77	310
"Illinois"	"Michigan"	63112	55540	16215	21415	10226	4444	149	867	5984	33870	7572	58	49	205	42	234	131	35	641	59	196	55	18	29	218
"Virginia"	"Oregon"	63042	5819	2132	1742	1464	301	14	96	552	3392	57223	10	19	3543	2	36	2391	6	39572	6	10	2	15	13	14
"Texas"	"New York"	62723	48750	24617	12126	23036	2406	148	716	3402	19042	13973	78	387	299	90	2003	970	48	710	122	63	110	60	111	121
"Kentucky"	"Indiana"	62520	50066	20840	20179	14487	1702	186	303	7870	25518	12454	32	53	276	62	341	160	82	1523	129	152	68	19	31	288
"Pennsylvania"	"California"	62463	51888	22431	15650	16273	3824	210	772	4376	26433	10575	68	256	192	47	503	176	89	881	172	49	77	76	57	178
"New Jersey"	"California"	62093	51465	20316	16094	15159	4084	163	724	4531	26804	10628	52	173	228	43	324	303	49	555	95	58	79	71	91	208
"North Carolina"	"Texas"	61687	49866	25825	13962	18326	1692	228	1409	4386	23825	11821	70	94	208	83	344	244	50	1003	112	96	71	277	83	342
"Ohio"	"Indiana"	61586	49322	18996	19271	13913	2806	107	364	5989	26143	12264	40	69	217	77	467	123	123	1411	87	205	65	31	32	447
"Mississippi"	"Alabama"	60527	53463	11229	36074	4782	28566	47	228	4097	15743	7064	20	27	121	148	184	96	33	728	58	163	54	42	35	80
"Mississippi"	"Tennessee"	60280	39032	17775	15144	11665	4254	98	706	4317	17992	21248	79	145	381	147	635	411	64	2550	116	252	115	56	117	1090
"Tennessee"	"Mississippi"	59665	46784	20548	18704	10949	1728	86	412	6981	26628	12881	20	27	180	53	193	160	59	1417	204	98	102	13	26	351
"New Hampshire"	"Massachusetts"	59626	49244	14412	20208	11950	6596	110	301	4645	25642	10382	61	146	295	68	393	180	75	1101	151	44	94	65	97	146
"Tennessee"	"South Carolina"	59042	51477	15007	27625	5494	18153	74	572	5397	21787	7565	35	31	143	52	296	97	24	1116	52	95	50	33	52	143
"Mississippi"	"Florida"	58601	52796	13030	32610	4472	27987	73	530	3083	16651	5805	34	41	84	43	242	66	82	530	74	96	28	37	44	94
"Massachusetts"	"Connecticut"	58512	47758	15540	19245	11953	5751	66	385	6171	23432	10754	38	24	175	38	448	168	74	997	86	111	159	22	44	334
"Virginia"	"Georgia"	58431	46889	19771	15956	11853	2071	118	1507	4315	27025	11542	39	141	299	99	393	202	56	770	45	94	91	53	84	490
"New Jersey"	"South Carolina"	58349	52991	10120	24479	4921	9552	72	924	3570	33952	5358	19	25	84	38	298	178	23	307	51	43	22	28	33	106
"Texas"	"Washington"	58006	49958	17926	10803	13117	2034	160	809	3324	30514	8048	85	74	158	68	223	176	31	501	60	37	30	37	83	209
"Massachusetts"	"Maine"	57560	54622	6533	20738	3470	5696	39	139	4899	40379	2938	7	26	37	19	166	65	37	156	12	12	12	6	7	18
"Ohio"	"California"	57398	46979	20964	15775	14928	3908	214	848	4653	22428	10419	57	168	201	38	315	197	29	889	216	100	91	41	42	201
"Arkansas"	"Texas"	57381	45356	20194	15490	13685	2485	518	828	4515	23325	12025	60	91	280	90	336	175	42	1207	70	142	93	48	69	329
"Pennsylvania"	"Texas"	57320	46286	21167	13919	16104	1958	190	1159	3955	22920	11034	72	150	288	98	444	226	35	986	62	98	68	87	86	304
"Texas"	"Arkansas"	57216	49077	13664	19895	7799	1864	320	442	5753	32899	8139	26	24	128	72	267	105	46	689	57	69	69	2	39	180
"Kentucky"	"Ohio"	56119	37119	14982	14649	10081	2643	81	459	5419	18436	19000	80	228	335	129	736	357	129	1881	193	176	115	86	100	415
"Florida"	"Ohio"	56012	46870	13940	19843	8804	4472	156	362	4830	28246	9142	13	91	134	49	351	103	31	1233	1739	97	85	23	40	172
"Ohio"	"Tennessee"	55984	47604	14255	22392	8122	8562	96	639	3778	26407	8380	47	88	144	64	214	86	17	822	52	125	48	37	21	177
"Illinois"	"Tennessee"	55852	47753	14652	20288	8940	3895	117	1070	3995	29736	8099	57	129	196	40	273	193	29	672	44	166	39	13	34	252
"North Dakota"	"Minnesota"	55485	46171	11448	19006	8145	1776	64	1609	3515	31062	9314	20	435	106	72	269	119	79	675	48	81	31	28	31	80
"Texas"	"North Carolina"	54997	46144	17852	13477	11391	2007	105	1264	4256	27121	8853	37	51	139	42	317	136	29	675	54	143	30	42	131	245
"Michigan"	"Ohio"	54954	43448	18029	16962	12860	3705	183	436	5375	20889	11506	59	77	212	72	674	261	73	1377	103	172	89	40	64	296
"Virginia"	"New York"	54904	41169	18167	11828	16069	2149	53	560	3942	18396	13735	76	233	444	99	882	302	68	829	187	479	77	59	98	180
"Alabama"	"Tennessee"	54685	45258	14630	21435	8827	9767	122	711	4500	21331	9427	60	131	176	85	291	129	30	949	63	151	58	27	46	189
"Virginia"	"Tennessee"	54620	42795	13631	18361	7838	5012	116	524	5063	24242	11825	41	132	297	117	353	375	52	1093	70	95	55	50	49	287
"Arizona"	"Colorado"	54302	46832	15596	14929	9507	3036	98	1158	3075	29958	7470	41	44	185	86	278	103	25	450	76	46	52	42	66	143
"California"	"Ohio"	54212	42447	10478	14545	7320	2454	107	320	3885	28361	11765	25	69	107	39	358	122	27	761	4954	39	36	12	67	103
"Louisiana"	"Alabama"	54210	51156	7752	37345	2411	34029	83	132	2859	11642	3054	50	8	55	57	75	72	20	309	23	36	26	59	17	43
"Arizona"	"Washington"	53313	47265	14824	16959	9693	3381	223	705	3377	29886	6048	38	67	156	24	131	72	43	472	36	31	34	47	38	110
"California"	"Pennsylvania"	53274	44658	9773	11291	7028	1287	50	509	3170	32614	8616	23	89	160	39	609	210	77	597	90	36	43	64	56	138
"Washington"	"Florida"	53148	47791	13341	20265	9465	8039	77	767	2407	27036	5357	19	36	143	32	209	108	37	425	186	33	20	11	47	165
