"Origin_State"	"Dest_State"	"AllQueries"	"HousingQuery"	"HousingRent"	"HousingBuy"	"HousingApartment"	"HousingCondo"	"HousingDuplex"	"HousingTownhouse"	"HousingHouse"	"HousingHome"	"JobQuery"	"JobArchitectureEngineering"	"JobArt"	"JobBusiness"	"JobConstruction"	"JobEducation"	"JobFinance"	"JobFood"	"JobHealthcare"	"JobLeisureHospitality"	"JobManufacturing"	"JobRetail"	"JobScience"	"JobTechnology"	"JobTransportation"
"Oregon"	"Michigan"	5601	5121	834	2309	530	188	40	47	484	3832	480	7	0	5	4	5	10	5	36	3	6	2	0	2	14
"California"	"Delaware"	5589	4671	1444	1210	963	215	3	80	403	3007	918	0	4	3	4	8	7	3	18	9	0	4	0	0	3
"Ohio"	"Oklahoma"	5586	4522	2038	1236	1485	145	97	37	404	2354	1064	6	6	15	12	35	17	7	84	10	19	3	1	4	29
"Georgia"	"Oklahoma"	5583	4397	2127	1246	1470	84	40	56	386	2361	1186	8	12	40	12	22	14	2	55	18	13	3	1	7	47
"Minnesota"	"Kansas"	5570	4795	2097	1554	1663	92	47	201	395	2397	775	2	7	7	8	37	15	9	52	3	3	8	1	2	26
"Florida"	"Delaware"	5562	4975	1382	2178	867	335	5	143	403	3222	587	0	0	8	0	6	8	7	26	2	2	3	3	1	2
"Texas"	"North Dakota"	5556	3977	1836	987	1329	53	11	56	399	2129	1579	4	2	8	10	63	14	2	75	7	15	3	0	13	31
"Alabama"	"Washington"	5527	4392	2132	981	1494	179	9	67	364	2279	1135	34	12	78	2	41	19	3	87	3	8	4	6	23	6
"Georgia"	"Iowa"	5505	4092	1285	1170	828	161	8	45	466	2584	1413	0	3	13	6	36	10	0	56	6	6	10	0	1	25
"Louisiana"	"South Carolina"	5495	4648	1448	1884	789	651	18	27	451	2712	847	5	5	18	5	31	6	2	55	29	6	4	3	3	13
"Kansas"	"South Carolina"	5492	4727	1734	1874	668	580	12	79	535	2853	765	18	0	7	6	38	7	5	38	4	7	7	0	0	13
"North Carolina"	"Minnesota"	5491	4521	1778	1566	1237	195	21	202	563	2303	970	6	5	17	7	63	22	1	71	14	3	1	11	13	10
"North Carolina"	"Delaware"	5490	4079	1488	1617	808	250	11	103	570	2337	1411	0	0	1	2	11	2	0	30	14	0	0	0	0	6
"Oklahoma"	"Louisiana"	5487	4287	1623	1702	910	184	5	42	559	2587	1200	19	6	22	13	18	27	14	91	10	8	0	3	6	24
"Wyoming"	"Nevada"	5471	4528	839	1155	385	420	8	26	210	3479	943	1	0	17	26	14	6	8	60	60	4	6	0	1	26
"Oregon"	"Ohio"	5431	4663	855	2339	537	149	18	39	623	3297	768	4	59	1	2	52	7	0	67	4	3	1	2	2	20
"New Hampshire"	"Arizona"	5424	4875	1443	1571	1054	364	7	121	210	3119	549	3	0	6	5	33	6	4	79	4	1	4	1	5	11
"West Virginia"	"California"	5395	4257	1598	1578	996	339	6	60	539	2317	1138	1	99	15	4	46	30	2	67	27	5	17	3	11	13
"Minnesota"	"New Mexico"	5392	4656	1221	1144	750	208	2	38	224	3434	736	3	6	3	5	22	3	1	69	10	3	6	8	0	30
"New York"	"Mississippi"	5381	4476	1474	2061	964	234	16	62	915	2285	905	0	4	20	10	9	1	1	86	34	6	2	5	2	33
"New York"	"Iowa"	5359	4069	1430	1405	1125	167	6	85	367	2319	1290	6	12	13	1	72	23	9	142	4	5	3	6	4	7
"Georgia"	"Kansas"	5356	4637	1745	1279	1113	100	11	160	341	2912	719	4	0	5	2	17	2	1	65	4	8	15	1	0	10
"Alaska"	"Florida"	5345	4592	958	1885	458	852	16	37	366	2863	753	1	2	7	0	27	7	0	105	12	5	4	5	1	16
"Washington"	"Oklahoma"	5343	4555	1514	1690	981	163	20	73	405	2913	788	3	2	10	10	19	6	3	37	9	8	5	1	7	14
"Mississippi"	"Arizona"	5324	4477	984	2848	535	2090	7	34	271	1540	847	1	2	2	0	104	4	2	57	1	16	2	2	0	32
"Iowa"	"Nevada"	5320	4418	1309	1858	829	563	17	59	275	2675	902	0	0	19	11	21	13	5	59	71	10	0	3	4	40
"Montana"	"Nevada"	5304	4325	888	1623	437	598	7	65	245	2973	979	2	4	10	22	19	14	0	45	25	8	7	1	7	20
"Iowa"	"Indiana"	5302	4382	1709	1788	1332	199	10	36	668	2137	920	5	2	34	7	47	48	4	60	2	9	0	5	0	22
"Indiana"	"Oregon"	5301	4346	1700	1426	1144	179	16	32	472	2503	955	8	22	12	2	30	20	18	77	14	5	6	6	8	19
"Arkansas"	"New York"	5294	4090	2067	994	1962	150	5	41	310	1622	1204	2	27	16	4	138	24	25	70	11	6	1	14	2	18
"Vermont"	"North Carolina"	5287	4528	1210	1431	731	239	9	69	341	3139	759	2	9	8	5	30	8	13	64	6	11	4	5	3	10
"Wisconsin"	"Kentucky"	5252	4470	1807	1486	819	196	25	123	367	2940	782	8	3	26	3	13	14	0	46	0	7	17	0	2	13
"Washington"	"Kansas"	5230	4714	1409	1661	922	184	25	127	354	3102	516	7	1	10	1	17	8	0	49	2	4	2	1	8	7
"Virginia"	"New Mexico"	5213	4125	1416	918	882	187	1	31	356	2668	1088	6	8	17	5	56	10	0	37	4	1	4	14	4	27
"Wyoming"	"California"	5211	4318	1641	1554	860	325	6	80	452	2595	893	1	12	14	15	31	4	0	83	18	10	6	2	1	22
"Arizona"	"South Dakota"	5197	4570	904	1726	468	238	10	106	333	3415	627	4	0	2	9	32	8	2	38	0	2	1	1	1	11
"Virginia"	"Oklahoma"	5196	4070	1700	1346	1137	127	19	49	369	2369	1126	5	9	19	6	18	20	1	61	12	17	2	4	5	31
"Oklahoma"	"Ohio"	5194	3559	1450	1505	907	169	13	141	320	2009	1635	2	9	31	2	35	6	2	944	9	8	4	5	9	13
"Kansas"	"Minnesota"	5181	4601	1362	2139	943	134	16	256	520	2732	580	2	0	26	19	9	8	2	43	2	5	6	1	2	10
"Alabama"	"Pennsylvania"	5171	3730	1492	1326	1033	97	4	32	418	2146	1441	10	4	19	0	103	10	58	129	4	9	5	15	11	31
"Missouri"	"Wyoming"	5167	4377	767	1276	438	62	2	30	347	3498	790	1	0	12	1	23	18	0	37	12	5	2	0	0	4
"South Dakota"	"Texas"	5159	4234	1332	1315	863	287	7	118	295	2664	925	4	3	15	6	25	23	2	127	4	24	1	6	7	7
"Maine"	"Texas"	5152	4264	1384	1353	1030	227	20	52	309	2626	888	17	9	15	4	20	8	4	66	8	5	0	1	5	22
"Ohio"	"Iowa"	5152	3876	1477	1420	1023	170	31	70	501	2081	1276	3	5	9	17	54	19	1	234	3	10	5	5	1	13
"Nebraska"	"New York"	5151	3924	1850	1057	1743	177	0	98	352	1554	1227	1	21	17	8	375	35	5	70	16	2	3	4	9	8
"Arizona"	"Alaska"	5118	3961	896	1316	493	92	11	19	271	3075	1157	0	0	5	13	33	5	2	155	6	4	1	2	1	15
"Missouri"	"Montana"	5088	4061	884	910	492	130	3	50	357	3029	1027	6	4	2	3	6	10	0	62	8	1	0	7	1	19
"Florida"	"Nebraska"	5058	4146	1562	1377	1042	167	13	80	440	2404	912	4	4	24	3	45	52	0	83	2	6	7	0	14	10
"North Carolina"	"Oklahoma"	5053	3889	1742	1336	1057	187	29	54	573	1989	1164	2	8	18	8	46	48	1	77	11	13	6	2	11	25
"Missouri"	"New Jersey"	5026	4616	1184	1715	869	322	5	121	692	2607	410	0	2	8	0	40	4	2	27	6	4	1	0	1	9
"Louisiana"	"Washington"	5023	4117	1796	987	1288	172	13	59	352	2233	906	13	7	32	4	12	10	11	59	2	8	7	12	6	11
"Ohio"	"Kansas"	5017	4078	1671	1207	1226	89	30	81	467	2185	939	9	1	4	5	28	152	5	60	1	3	18	4	0	13
"Mississippi"	"New York"	5005	3795	1812	1333	1780	137	1	36	828	1013	1210	11	32	27	13	134	34	9	69	9	5	18	8	3	7
"Pennsylvania"	"New Mexico"	5001	4403	1082	1116	800	163	0	19	277	3144	598	1	1	8	2	20	2	2	73	5	2	0	12	4	11
"Tennessee"	"Kansas"	4997	3691	1624	1220	947	83	43	110	575	1933	1306	1	0	69	5	18	5	15	137	4	7	8	2	334	36
"Alabama"	"Oklahoma"	4990	3908	1894	1291	1211	101	36	39	554	1967	1082	1	8	11	12	27	10	6	63	12	27	4	0	12	26
"Tennessee"	"West Virginia"	4983	3983	1140	1462	716	84	6	69	615	2493	1000	3	1	6	12	53	5	2	143	4	9	0	0	5	14
"Virginia"	"Kansas"	4978	4060	1667	1198	1242	63	19	83	477	2176	918	2	6	27	7	22	5	5	30	3	10	8	0	10	9
"Oklahoma"	"Oregon"	4975	4223	1300	1215	841	137	8	22	328	2887	752	1	27	14	3	13	6	2	87	6	7	0	3	4	6
"Pennsylvania"	"Montana"	4963	4093	539	1447	281	92	2	16	282	3420	870	3	3	5	1	17	3	4	44	3	10	0	0	7	7
"Kansas"	"New Mexico"	4955	4258	872	1408	400	399	15	43	225	3176	697	2	19	7	5	20	1	0	30	1	8	0	3	6	36
"New Mexico"	"New York"	4939	3722	1684	1017	1490	233	10	29	213	1747	1217	3	17	20	4	354	23	15	79	22	0	3	4	3	26
"Colorado"	"Connecticut"	4932	4573	473	1967	331	391	90	439	221	3101	359	0	0	8	0	14	14	0	15	7	1	0	0	2	1
"New York"	"Arkansas"	4921	3568	1277	1170	745	175	12	27	348	2261	1353	0	3	20	9	27	28	2	50	44	4	8	2	0	12
"Massachusetts"	"Oregon"	4903	4091	1575	1077	1204	294	13	43	317	2220	812	4	20	8	1	43	25	3	80	0	3	0	7	1	0
"South Carolina"	"West Virginia"	4900	4248	792	2029	375	87	4	34	595	3153	652	0	2	4	5	26	1	0	88	8	0	5	8	1	18
"Washington"	"Connecticut"	4895	3718	838	1622	570	442	15	144	228	2319	1177	2	28	5	0	31	14	0	401	0	0	4	0	1	8
"Georgia"	"Utah"	4890	4370	1658	1757	987	449	11	142	336	2445	520	9	5	2	2	19	7	4	43	7	3	2	6	6	19
"Wisconsin"	"South Dakota"	4889	4302	794	1530	555	77	8	28	362	3272	587	1	0	7	4	16	6	0	53	9	15	5	0	0	8
"Nebraska"	"Georgia"	4863	3908	2011	1213	1254	169	12	175	358	1940	955	3	11	21	13	30	13	5	64	2	8	3	1	6	33
"South Carolina"	"Indiana"	4844	3854	1601	1296	1098	206	12	46	360	2132	990	0	9	12	23	78	5	4	54	5	14	2	2	2	8
"Maryland"	"Wisconsin"	4837	3807	1386	1504	1036	284	34	61	420	1972	1030	8	5	20	12	22	12	0	59	0	25	5	4	12	11
"Kentucky"	"Wisconsin"	4817	3834	1536	1194	1097	281	109	46	346	1955	983	0	2	17	11	24	17	9	104	5	14	4	0	4	21
"Tennessee"	"New Jersey"	4815	4199	1586	1611	1096	343	3	58	616	2083	616	1	1	13	1	22	0	3	62	8	4	6	1	0	26
"Maryland"	"Arkansas"	4813	4139	1140	1659	763	59	23	30	354	2910	674	2	0	27	1	29	1	0	57	5	6	5	5	13	10
"Alaska"	"Nevada"	4807	4200	1247	1583	688	431	6	70	292	2713	607	5	2	5	0	11	23	4	59	36	7	5	0	2	14
"Massachusetts"	"Indiana"	4780	3640	1795	1022	1409	224	43	40	374	1550	1140	3	12	25	20	77	16	13	107	6	6	6	2	18	90
"Ohio"	"Utah"	4777	4022	1182	1585	820	507	12	88	212	2383	755	51	6	7	9	13	7	0	34	8	9	1	0	3	17
"Washington"	"Wyoming"	4770	4180	779	966	431	92	6	20	286	3345	590	0	1	3	6	8	3	2	27	18	4	0	0	1	4
"Iowa"	"South Carolina"	4764	4081	1032	1883	420	962	6	42	278	2373	683	10	1	7	9	28	6	9	55	6	5	2	0	1	19
"Kansas"	"Ohio"	4734	3607	1256	1524	859	121	12	32	398	2185	1127	1	4	24	12	31	6	7	497	4	8	2	2	4	9
"Kentucky"	"Louisiana"	4729	3937	1945	1133	1491	266	38	39	453	1650	792	9	1	19	14	44	13	9	100	9	9	4	2	15	13
"North Carolina"	"Arkansas"	4729	3887	1620	1292	805	114	32	76	518	2342	842	0	3	5	3	30	3	1	62	2	6	5	1	3	25
"Mississippi"	"South Carolina"	4717	3814	1246	1806	623	713	3	59	466	1950	903	2	2	18	3	43	10	1	87	52	6	12	14	6	21
"Ohio"	"Maine"	4715	4237	998	1481	642	296	5	21	517	2756	478	0	1	4	9	19	5	1	29	3	0	2	2	0	4
"New Jersey"	"Oregon"	4714	3814	1411	1128	1001	184	28	60	303	2238	900	3	7	16	4	51	23	5	41	7	3	3	43	9	17
"Missouri"	"Idaho"	4698	4265	697	1417	500	115	7	24	176	3443	433	9	1	2	1	9	9	1	37	1	2	7	0	0	4
"Wyoming"	"Florida"	4685	4010	739	1746	342	911	4	22	260	2471	675	2	2	10	5	24	19	4	113	12	2	7	1	3	14
"Oregon"	"Wisconsin"	4682	4154	1146	1749	780	214	34	36	613	2477	528	2	3	8	6	11	7	0	40	12	3	7	2	2	12
"Pennsylvania"	"Vermont"	4676	4285	775	1503	499	526	2	50	322	2886	391	3	2	3	1	5	2	1	41	5	3	0	2	0	7
"Nevada"	"New Mexico"	4676	3980	1113	1086	621	126	5	21	235	2972	696	2	10	8	6	26	3	1	42	58	5	3	1	0	20
"Arkansas"	"South Carolina"	4675	4100	1302	1758	517	623	24	37	476	2423	575	1	1	4	4	61	2	1	47	1	2	3	0	1	18
"Arizona"	"Hawaii"	4672	4197	1394	1759	650	1453	1	21	253	1819	475	2	5	5	4	30	1	0	35	12	0	2	4	3	8
"South Carolina"	"Missouri"	4668	3986	1091	2146	661	1282	7	60	250	1726	682	8	17	7	4	32	2	0	93	7	5	1	3	3	17
"Montana"	"North Dakota"	4660	3429	971	817	609	40	9	40	280	2451	1231	3	0	5	3	22	1	0	39	9	3	0	3	3	23
"New York"	"Montana"	4654	4190	648	730	385	125	10	15	229	3426	464	0	0	11	6	7	7	1	22	15	5	0	7	6	2
"Louisiana"	"Virginia"	4651	3843	1769	1146	1152	218	6	126	402	1939	808	11	0	26	4	48	8	2	58	1	3	5	1	1	15
"Minnesota"	"Idaho"	4635	3709	816	1003	498	124	2	67	262	2756	926	9	13	18	13	13	39	7	50	5	4	3	7	1	16
"Pennsylvania"	"Utah"	4631	3739	1456	1161	1059	347	5	80	344	1904	892	6	2	6	3	12	19	3	62	16	5	2	4	4	11
"New Hampshire"	"Pennsylvania"	4629	3878	1148	1287	795	212	5	53	466	2347	751	2	3	10	3	38	16	15	61	9	4	3	1	6	10
"Florida"	"Wyoming"	4622	3930	859	1303	452	181	6	44	315	2932	692	1	0	1	2	40	6	3	32	208	1	0	0	3	9
"New Mexico"	"Missouri"	4608	4007	775	1544	458	749	13	34	170	2583	601	2	3	13	1	23	13	4	73	3	2	0	8	0	32
"Oregon"	"Hawaii"	4607	4302	997	2590	350	1762	3	6	314	1867	305	0	0	1	1	12	0	0	26	1	0	0	1	0	2
"Georgia"	"New Mexico"	4596	4013	1501	1044	636	113	8	50	475	2731	583	2	0	9	0	27	10	0	44	3	1	4	3	0	39
"Oklahoma"	"Nevada"	4578	3642	1318	1414	839	369	12	37	426	1959	936	0	4	8	11	14	4	8	69	69	8	0	0	16	47
"Vermont"	"Maine"	4562	4101	727	1358	376	325	1	5	488	2906	461	0	7	7	1	33	1	2	26	7	10	4	0	0	9
"Indiana"	"Mississippi"	4549	3843	1274	1519	717	365	5	8	391	2357	706	4	1	11	2	10	6	2	62	20	2	11	0	1	24
"Alaska"	"Idaho"	4548	4063	527	1046	349	89	0	11	181	3433	485	0	0	7	6	13	3	0	19	11	5	0	0	2	15
"Colorado"	"Mississippi"	4544	3837	1447	1556	805	149	26	50	483	2324	707	2	1	5	4	25	5	0	77	15	7	1	5	2	33
"South Dakota"	"California"	4542	3726	1466	1384	763	221	0	84	551	2107	816	5	10	4	7	37	2	8	57	3	3	2	6	9	13
"Oregon"	"New Jersey"	4539	4202	476	2258	319	123	1	33	646	3080	337	5	1	0	2	11	6	1	17	8	2	1	0	0	22
"Ohio"	"Arkansas"	4529	3781	1224	1168	687	140	12	29	438	2475	748	4	0	6	2	32	13	1	59	3	7	4	1	3	15
"Massachusetts"	"Wisconsin"	4529	3648	1479	1135	1180	244	26	26	285	1887	881	1	3	23	1	24	12	0	83	1	4	0	17	9	4
"Illinois"	"South Dakota"	4512	3737	860	1324	583	58	12	91	458	2535	775	5	2	8	3	39	13	1	79	0	4	0	0	3	12
"Nevada"	"Kentucky"	4510	4215	333	1487	211	52	10	12	162	3768	295	0	0	0	0	23	6	0	40	0	1	0	0	0	4
"Iowa"	"Alabama"	4503	4025	896	2063	317	1365	3	24	343	1973	478	3	4	11	3	11	45	4	30	7	1	0	0	1	9
"Oregon"	"Minnesota"	4492	4110	746	1501	590	135	21	103	420	2841	382	1	4	21	4	15	4	0	39	0	5	2	0	3	3
"Kansas"	"Oregon"	4490	3602	1364	957	830	224	12	40	282	2214	888	6	3	5	7	25	8	4	71	3	4	5	1	1	10
"Connecticut"	"Washington"	4488	3713	1482	956	1133	236	19	45	274	2006	775	7	8	20	1	17	7	10	35	5	8	1	3	14	12
"Illinois"	"Wyoming"	4488	3854	694	1329	440	112	14	28	285	2975	634	5	0	26	2	27	4	3	18	77	4	3	11	1	14
"Nevada"	"Kansas"	4484	4303	548	1079	329	11	0	39	114	3810	181	1	2	4	0	8	2	1	16	2	2	2	0	0	8
"Massachusetts"	"District of Columbia"	4471	3047	1614	846	1496	541	5	41	259	705	1424	6	31	74	14	71	28	4	104	9	6	2	19	11	6
"Minnesota"	"New Jersey"	4467	3943	1290	1498	1067	362	5	120	220	2169	524	1	2	9	3	27	6	1	47	2	4	1	1	0	12
"Massachusetts"	"Alabama"	4456	3934	980	1844	638	480	0	42	341	2433	522	4	3	8	7	15	7	2	62	5	1	0	1	3	13
"Iowa"	"Michigan"	4452	3877	1147	1430	884	217	13	40	346	2377	575	6	18	18	7	18	5	0	34	6	8	3	1	1	15
"Michigan"	"New Mexico"	4444	3860	1285	1066	970	290	3	28	146	2423	584	10	3	13	4	28	6	0	35	3	4	0	34	3	9
"Delaware"	"Illinois"	4442	4229	600	910	469	242	1	30	342	3145	213	2	1	1	1	10	10	0	22	2	4	0	1	1	6
"Wisconsin"	"Arkansas"	4436	3855	820	1735	465	319	20	25	349	2677	581	0	1	6	2	19	5	1	47	2	4	1	0	1	15
"Hawaii"	"Colorado"	4435	3602	1144	1141	748	239	2	46	271	2296	833	3	1	8	5	39	6	1	76	13	7	2	5	3	17
"Indiana"	"New Jersey"	4435	3927	1770	1420	1083	366	17	73	568	1820	508	1	0	4	1	42	3	2	23	5	0	1	2	0	20
"Pennsylvania"	"Arkansas"	4430	3752	1308	1245	759	105	42	63	434	2349	678	1	0	6	5	19	15	1	60	9	1	3	0	2	10
"Oregon"	"New Mexico"	4422	3787	700	1074	412	127	3	11	276	2958	635	5	0	10	0	20	17	6	29	2	4	1	8	10	13
"Virginia"	"Arkansas"	4410	3625	1135	1406	692	98	20	27	393	2395	785	3	0	21	2	30	11	0	78	3	2	2	1	1	15
"Alabama"	"Arkansas"	4398	3639	1335	1206	790	116	22	48	429	2234	759	6	1	5	6	32	9	1	76	0	2	5	1	13	15
"Indiana"	"Massachusetts"	4389	3621	1331	1257	1091	393	4	36	316	1781	768	7	4	34	5	55	6	6	49	8	9	4	26	2	5
"Washington"	"Kentucky"	4378	3695	1075	1416	619	112	8	32	314	2610	683	2	2	14	1	12	9	1	40	1	5	1	2	23	21
"Rhode Island"	"Pennsylvania"	4373	3526	1148	1156	782	246	4	122	419	1953	847	0	15	21	7	42	47	11	51	11	6	6	1	5	14
"Nevada"	"District of Columbia"	4370	3926	259	2304	210	594	2	8	835	2277	444	1	8	1	6	24	6	1	13	11	0	4	10	2	7
"Kansas"	"Nevada"	4366	3440	1474	1164	901	398	8	51	238	1844	926	10	2	9	34	34	4	9	84	23	7	9	0	6	10
"Texas"	"South Dakota"	4363	3608	793	1280	495	73	6	56	338	2640	755	0	1	4	2	36	3	4	29	6	1	8	0	1	10
"Indiana"	"Iowa"	4360	3472	1277	1015	934	109	5	28	365	2031	888	7	3	10	2	21	1	1	115	9	9	2	2	1	6
"Minnesota"	"Utah"	4355	3796	1323	1105	859	389	5	176	163	2204	559	9	0	16	0	14	20	5	44	10	7	3	3	3	12
"Virginia"	"Rhode Island"	4355	3750	1390	1421	966	424	7	50	564	1739	605	1	0	6	4	10	7	3	11	3	5	0	4	6	13
"Texas"	"New Hampshire"	4336	3605	933	1039	596	206	10	35	286	2472	731	1	1	1	1	27	222	3	43	6	7	2	2	5	6
"South Dakota"	"Wyoming"	4334	3581	793	854	463	40	3	24	194	2857	753	4	2	0	2	36	6	4	59	0	3	0	3	3	5
"Pennsylvania"	"Iowa"	4333	3380	1092	1231	822	74	9	48	260	2167	953	0	5	7	1	29	6	5	98	5	15	5	2	3	16
"Maryland"	"Maine"	4323	3966	748	1163	475	207	3	14	392	2875	357	0	10	5	3	11	3	1	17	3	3	1	0	1	3
"Rhode Island"	"Virginia"	4317	3812	1044	1049	735	245	5	148	214	2465	505	1	2	5	1	15	22	0	63	1	1	0	1	1	10
"Arkansas"	"Washington"	4316	3644	1539	975	1064	136	41	60	320	2023	672	3	1	6	6	38	15	2	70	1	7	3	0	12	16
"Kentucky"	"Nevada"	4311	3306	1379	1266	862	564	12	46	308	1514	1005	3	6	11	21	19	14	34	147	33	8	5	0	1	36
"Georgia"	"Alaska"	4289	3703	989	842	531	92	4	13	279	2784	586	3	1	2	3	20	7	1	63	3	2	4	3	0	12
"Minnesota"	"Wyoming"	4282	3560	602	917	285	91	0	59	324	2801	722	3	1	3	4	6	7	2	42	28	1	1	0	0	8
"Arkansas"	"Indiana"	4281	3640	1316	1163	930	132	13	47	601	1917	641	12	2	4	13	26	13	1	60	3	5	1	5	2	26
"New Mexico"	"North Carolina"	4268	3614	900	1048	507	139	5	85	247	2631	654	2	1	8	6	42	6	1	64	5	4	3	2	2	25
"Minnesota"	"Arkansas"	4266	3670	842	1197	456	204	19	74	272	2645	596	3	2	8	1	20	9	1	29	9	1	1	5	2	2
"New Hampshire"	"Georgia"	4252	3665	1247	1401	815	308	4	66	300	2172	587	1	1	12	5	32	17	8	55	3	2	7	4	2	17
"Oregon"	"Indiana"	4240	3523	813	1406	565	123	11	14	429	2381	717	0	1	7	4	57	17	5	34	2	10	1	5	8	19
"Virginia"	"Utah"	4221	3525	1216	1105	864	317	1	51	264	2028	696	7	1	9	3	23	4	0	51	4	3	2	2	4	19
"Vermont"	"South Carolina"	4214	3777	618	1895	263	762	4	29	243	2476	437	1	1	6	8	16	16	1	24	12	4	2	1	1	4
"Louisiana"	"Pennsylvania"	4210	2992	929	1399	658	94	4	68	278	1890	1218	17	6	27	9	54	11	84	51	4	7	3	6	48	16
"Delaware"	"Arizona"	4201	3970	401	2429	304	442	3	26	709	2486	231	0	0	2	0	42	4	1	10	5	0	0	0	2	3
"Florida"	"Hawaii"	4194	3769	1475	1553	844	1090	3	26	278	1528	425	0	9	0	4	16	11	0	33	23	2	6	1	2	3
"Oregon"	"Maryland"	4188	3904	579	2347	400	234	4	57	572	2637	284	0	0	7	0	18	9	2	37	7	0	0	0	4	10
"Wisconsin"	"New Mexico"	4172	3734	1133	1001	743	238	7	38	234	2474	438	1	5	5	0	20	1	6	49	8	6	1	4	2	18
"Arkansas"	"Iowa"	4158	3341	902	1453	515	128	11	33	634	2020	817	0	0	23	3	14	7	0	39	0	31	5	1	0	71
"Pennsylvania"	"Oklahoma"	4155	3499	1449	1133	1075	162	5	70	432	1755	656	3	1	9	4	14	6	0	39	26	6	3	0	0	23
"Maryland"	"New Hampshire"	4147	3716	802	1127	568	190	6	13	426	2513	431	1	11	0	0	26	3	1	23	0	2	10	3	3	7
"Arizona"	"Mississippi"	4145	3344	1382	1226	744	115	0	49	389	2047	801	0	2	12	1	12	7	3	65	22	2	5	0	3	20
"Nebraska"	"Nevada"	4133	3171	1163	1229	713	494	11	81	226	1646	962	2	2	39	6	14	10	7	62	30	3	2	1	13	36
"Virginia"	"Iowa"	4133	3256	1162	1233	840	133	11	67	292	1913	877	6	1	10	2	26	6	1	48	5	9	4	8	5	17
"Louisiana"	"Illinois"	4115	3337	1442	932	1091	290	7	40	353	1556	778	0	7	13	13	70	45	3	103	18	19	10	8	3	14
"Indiana"	"Maryland"	4114	3342	1601	1218	1162	382	0	124	301	1373	772	4	4	5	4	42	6	3	84	21	5	4	3	4	8
"South Carolina"	"Connecticut"	4113	3771	1250	1446	666	672	4	49	434	1946	342	0	1	9	0	32	6	0	29	8	4	2	0	3	0
"Delaware"	"Tennessee"	4112	3821	455	2244	256	314	1	14	612	2624	291	3	8	5	9	7	0	0	28	1	3	0	0	1	7
"Louisiana"	"Ohio"	4111	3297	1162	1414	710	196	4	15	531	1841	814	1	2	14	6	46	1	5	207	5	6	5	3	4	13
"North Carolina"	"Maine"	4103	3657	744	1316	488	479	4	16	322	2348	446	1	0	8	2	31	4	4	47	2	0	0	0	5	8
"District of Columbia"	"Alabama"	4097	3181	1104	1452	809	364	1	29	303	1675	916	2	4	42	22	44	22	0	119	7	7	2	4	11	13
"Alabama"	"Maryland"	4092	3446	1678	1094	1153	238	14	129	355	1557	646	1	1	8	6	28	4	1	46	2	2	2	1	4	8
"Kentucky"	"Massachusetts"	4087	3270	1339	1304	994	318	6	29	503	1420	817	4	6	11	3	28	11	2	169	5	30	7	3	0	8
"Iowa"	"Oklahoma"	4076	3459	911	1159	625	34	14	22	309	2455	617	4	0	2	23	23	10	0	44	6	9	2	0	0	12
"Minnesota"	"Louisiana"	4060	3160	1396	1013	972	113	11	39	435	1590	900	2	11	12	6	30	29	2	74	14	6	3	16	11	41
"Alabama"	"Nevada"	4054	3216	1598	874	1170	338	2	41	254	1411	838	1	5	13	10	35	5	2	85	30	2	5	1	8	35
"North Carolina"	"Kansas"	4035	3368	1460	1092	957	60	16	81	316	1938	667	3	0	9	10	14	7	2	35	6	8	10	5	3	7
"Illinois"	"Hawaii"	4030	3727	786	1286	425	1013	2	17	186	2084	303	3	2	4	2	24	0	3	12	9	0	1	0	0	10
"Arizona"	"Connecticut"	4027	3678	907	1210	687	527	29	132	220	2083	349	0	0	5	3	29	16	1	17	5	4	3	2	0	6
"West Virginia"	"Colorado"	4016	3546	763	2068	411	134	2	79	908	2012	470	2	2	4	0	19	2	1	27	7	1	0	11	8	6
"North Dakota"	"Washington"	4006	3033	1410	815	853	114	8	43	413	1602	973	20	12	24	3	20	4	7	83	10	5	2	8	4	53
"Nebraska"	"North Carolina"	3986	3178	1271	1004	878	167	6	85	348	1694	808	2	3	10	4	23	16	7	52	4	3	1	5	5	9
"Georgia"	"Nebraska"	3983	3345	1629	953	1139	97	12	92	304	1701	638	5	2	11	5	45	18	1	36	3	2	5	1	23	17
"New Hampshire"	"Colorado"	3981	3382	1199	870	882	363	2	48	226	1861	599	1	3	12	4	28	6	4	70	9	7	1	2	9	7
"Arizona"	"District of Columbia"	3979	3147	1424	1255	1245	323	5	88	303	1183	832	3	21	27	16	64	21	1	36	8	0	5	8	4	7
"North Carolina"	"New Hampshire"	3966	3551	873	1312	642	301	8	28	287	2285	415	0	0	2	1	19	13	5	19	2	8	2	2	3	5
"Tennessee"	"Minnesota"	3955	3317	1338	1331	807	149	22	216	337	1786	638	2	4	4	4	64	13	0	55	1	18	0	0	11	9
"Mississippi"	"Illinois"	3952	3020	1462	834	1001	236	13	57	302	1411	932	14	7	11	5	59	32	1	106	19	11	10	10	18	37
"Washington"	"District of Columbia"	3942	2549	1175	730	1033	161	3	39	355	958	1393	3	25	36	8	73	18	11	86	8	1	5	15	11	18
"North Carolina"	"Iowa"	3938	3182	1131	966	727	140	7	44	345	1919	756	5	2	5	1	17	14	1	30	0	11	0	2	0	7
