GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,AE5BE001,AE5BE002,AE5BE003,AE5BE004,AE5BE005,AE5BE006,AE5BE007,AE5BE008,AE5BE009,AE5BE010,AE5BE011,AE5BE012,AE5BE013,AE5BE014,AE5BE015,AE5BE016,AE5BE017,AE5BE018,AE5BE019,AE5BE020,AE5BE021,AE5BE022,AE5BE023,AE5BE024,AE5BE025,AE5BE026,AE5BE027,AE5BE028,AE5BE029,AE5BE030,AE5BE031,AE5BE032,AE5BE033,AE5BE034,AE5BE035,AE5BE036,AE5BE037,AE5BE038,AE5BE039,AE5BE040,AE5BE041,AE5BE042,AE5BE043,AE5BE044,AE5BE045,AE5BE046,AE5BE047,AE5BE048,AE5BE049,AE5BE050,AE5BE051,AE5BE052,AE5BE053,AE5BE054,AE5BE055,AE5BE056,AE5BE057,AE5BE058,AE5BE059,AE5BE060,AE5BE061,AE5BE062,AE5BE063,AE5BE064,AE5BE065,AE5BE066,AE5BE067,AE5BE068,AE5BE069,AE5BE070,AE5BE071,AE5BE072,AE5BE073,AE5BE074,AE5BE075,AE5BE076,AE5BE077,AE5BE078,AE5BE079,AE5BE080,AE5BE081,AE5BE082,AE5BE083,AE5BE084,AE5BE085,AE5BE086,AE5BE087,AE5BE088,AE5BE089,AE5BE090,AE5BE091,AE5BE092,AE5BE093,AE5BE094,AE5BE095,AE5BE096,AE59E001,AE59E002,AE59E003,AE59E004,AE59E005,AE59E006,AE59E007,AE59E008,AE59E009,AE59E010,AE59E011,AE59E012,AE59E013,AE59E014,AE59E015,AE59E016,AE59E017,AE59E018,AE59E019,AE59E020,AE59E021,AE59E022,AE59E023,AE59E024,AE59E025,AE59E026,AE59E027,AE59E028,AE59E029,AE59E030,AE59E031,AE59E032,AE59E033,AE59E034,AE59E035,AE59E036,AE59E037,AE59E038,AE59E039,AE59E040,AE59E041,AE59E042,AE59E043,AE59E044,AE59E045,AE59E046,AE59E047,AE59E048,AE59E049,AE59E050,AE59E051,AE59E052,AE59E053,AE59E054,AE59E055,AE59E056,AE59E057,AE59E058,AE59E059,AE59E060,AE59E061,AE59E062,AE59E063,AE59E064,AE59E065,AE59E066,NAME_M,AE5BM001,AE5BM002,AE5BM003,AE5BM004,AE5BM005,AE5BM006,AE5BM007,AE5BM008,AE5BM009,AE5BM010,AE5BM011,AE5BM012,AE5BM013,AE5BM014,AE5BM015,AE5BM016,AE5BM017,AE5BM018,AE5BM019,AE5BM020,AE5BM021,AE5BM022,AE5BM023,AE5BM024,AE5BM025,AE5BM026,AE5BM027,AE5BM028,AE5BM029,AE5BM030,AE5BM031,AE5BM032,AE5BM033,AE5BM034,AE5BM035,AE5BM036,AE5BM037,AE5BM038,AE5BM039,AE5BM040,AE5BM041,AE5BM042,AE5BM043,AE5BM044,AE5BM045,AE5BM046,AE5BM047,AE5BM048,AE5BM049,AE5BM050,AE5BM051,AE5BM052,AE5BM053,AE5BM054,AE5BM055,AE5BM056,AE5BM057,AE5BM058,AE5BM059,AE5BM060,AE5BM061,AE5BM062,AE5BM063,AE5BM064,AE5BM065,AE5BM066,AE5BM067,AE5BM068,AE5BM069,AE5BM070,AE5BM071,AE5BM072,AE5BM073,AE5BM074,AE5BM075,AE5BM076,AE5BM077,AE5BM078,AE5BM079,AE5BM080,AE5BM081,AE5BM082,AE5BM083,AE5BM084,AE5BM085,AE5BM086,AE5BM087,AE5BM088,AE5BM089,AE5BM090,AE5BM091,AE5BM092,AE5BM093,AE5BM094,AE5BM095,AE5BM096,AE59M001,AE59M002,AE59M003,AE59M004,AE59M005,AE59M006,AE59M007,AE59M008,AE59M009,AE59M010,AE59M011,AE59M012,AE59M013,AE59M014,AE59M015,AE59M016,AE59M017,AE59M018,AE59M019,AE59M020,AE59M021,AE59M022,AE59M023,AE59M024,AE59M025,AE59M026,AE59M027,AE59M028,AE59M029,AE59M030,AE59M031,AE59M032,AE59M033,AE59M034,AE59M035,AE59M036,AE59M037,AE59M038,AE59M039,AE59M040,AE59M041,AE59M042,AE59M043,AE59M044,AE59M045,AE59M046,AE59M047,AE59M048,AE59M049,AE59M050,AE59M051,AE59M052,AE59M053,AE59M054,AE59M055,AE59M056,AE59M057,AE59M058,AE59M059,AE59M060,AE59M061,AE59M062,AE59M063,AE59M064,AE59M065,AE59M066
GIS Join Match Code,Data File Year,Region Code,Division Code,State Name,State Code,County Code,County Subdivision Code,Place Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2017-2019, 115th Congress) Code",School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Public Use Microdata Sample Area (PUMA) Code,Estimates: Area Name,Estimates: Total,Estimates: 1 to 4 years,Estimates: 5 to 17 years,Estimates: 18 and 19 years,Estimates: 20 to 24 years,Estimates: 25 to 29 years,Estimates: 30 to 34 years,Estimates: 35 to 39 years,Estimates: 40 to 44 years,Estimates: 45 to 49 years,Estimates: 50 to 54 years,Estimates: 55 to 59 years,Estimates: 60 to 64 years,Estimates: 65 to 69 years,Estimates: 70 to 74 years,Estimates: 75 years and over,Estimates: Same house 1 year ago,Estimates: Same house 1 year ago: 1 to 4 years,Estimates: Same house 1 year ago: 5 to 17 years,Estimates: Same house 1 year ago: 18 and 19 years,Estimates: Same house 1 year ago: 20 to 24 years,Estimates: Same house 1 year ago: 25 to 29 years,Estimates: Same house 1 year ago: 30 to 34 years,Estimates: Same house 1 year ago: 35 to 39 years,Estimates: Same house 1 year ago: 40 to 44 years,Estimates: Same house 1 year ago: 45 to 49 years,Estimates: Same house 1 year ago: 50 to 54 years,Estimates: Same house 1 year ago: 55 to 59 years,Estimates: Same house 1 year ago: 60 to 64 years,Estimates: Same house 1 year ago: 65 to 69 years,Estimates: Same house 1 year ago: 70 to 74 years,Estimates: Same house 1 year ago: 75 years and over,Estimates: Moved within same county,Estimates: Moved within same county: 1 to 4 years,Estimates: Moved within same county: 5 to 17 years,Estimates: Moved within same county: 18 and 19 years,Estimates: Moved within same county: 20 to 24 years,Estimates: Moved within same county: 25 to 29 years,Estimates: Moved within same county: 30 to 34 years,Estimates: Moved within same county: 35 to 39 years,Estimates: Moved within same county: 40 to 44 years,Estimates: Moved within same county: 45 to 49 years,Estimates: Moved within same county: 50 to 54 years,Estimates: Moved within same county: 55 to 59 years,Estimates: Moved within same county: 60 to 64 years,Estimates: Moved within same county: 65 to 69 years,Estimates: Moved within same county: 70 to 74 years,Estimates: Moved within same county: 75 years and over,Estimates: Moved from different county within same state,Estimates: Moved from different county within same state: 1 to 4 years,Estimates: Moved from different county within same state: 5 to 17 years,Estimates: Moved from different county within same state: 18 and 19 years,Estimates: Moved from different county within same state: 20 to 24 years,Estimates: Moved from different county within same state: 25 to 29 years,Estimates: Moved from different county within same state: 30 to 34 years,Estimates: Moved from different county within same state: 35 to 39 years,Estimates: Moved from different county within same state: 40 to 44 years,Estimates: Moved from different county within same state: 45 to 49 years,Estimates: Moved from different county within same state: 50 to 54 years,Estimates: Moved from different county within same state: 55 to 59 years,Estimates: Moved from different county within same state: 60 to 64 years,Estimates: Moved from different county within same state: 65 to 69 years,Estimates: Moved from different county within same state: 70 to 74 years,Estimates: Moved from different county within same state: 75 years and over,Estimates: Moved from different state,Estimates: Moved from different state: 1 to 4 years,Estimates: Moved from different state: 5 to 17 years,Estimates: Moved from different state: 18 and 19 years,Estimates: Moved from different state: 20 to 24 years,Estimates: Moved from different state: 25 to 29 years,Estimates: Moved from different state: 30 to 34 years,Estimates: Moved from different state: 35 to 39 years,Estimates: Moved from different state: 40 to 44 years,Estimates: Moved from different state: 45 to 49 years,Estimates: Moved from different state: 50 to 54 years,Estimates: Moved from different state: 55 to 59 years,Estimates: Moved from different state: 60 to 64 years,Estimates: Moved from different state: 65 to 69 years,Estimates: Moved from different state: 70 to 74 years,Estimates: Moved from different state: 75 years and over,Estimates: Moved from abroad,Estimates: Moved from abroad: 1 to 4 years,Estimates: Moved from abroad: 5 to 17 years,Estimates: Moved from abroad: 18 and 19 years,Estimates: Moved from abroad: 20 to 24 years,Estimates: Moved from abroad: 25 to 29 years,Estimates: Moved from abroad: 30 to 34 years,Estimates: Moved from abroad: 35 to 39 years,Estimates: Moved from abroad: 40 to 44 years,Estimates: Moved from abroad: 45 to 49 years,Estimates: Moved from abroad: 50 to 54 years,Estimates: Moved from abroad: 55 to 59 years,Estimates: Moved from abroad: 60 to 64 years,Estimates: Moved from abroad: 65 to 69 years,Estimates: Moved from abroad: 70 to 74 years,Estimates: Moved from abroad: 75 years and over,Estimates: Total,Estimates: No income,Estimates: With income,"Estimates: With income: $1 to $9,999 or loss","Estimates: With income: $10,000 to $14,999","Estimates: With income: $15,000 to $24,999","Estimates: With income: $25,000 to $34,999","Estimates: With income: $35,000 to $49,999","Estimates: With income: $50,000 to $64,999","Estimates: With income: $65,000 to $74,999","Estimates: With income: $75,000 or more",Estimates: Same house 1 year ago,Estimates: Same house 1 year ago: No income,Estimates: Same house 1 year ago: With income,"Estimates: Same house 1 year ago: With income: $1 to $9,999 or loss","Estimates: Same house 1 year ago: With income: $10,000 to $14,999","Estimates: Same house 1 year ago: With income: $15,000 to $24,999","Estimates: Same house 1 year ago: With income: $25,000 to $34,999","Estimates: Same house 1 year ago: With income: $35,000 to $49,999","Estimates: Same house 1 year ago: With income: $50,000 to $64,999","Estimates: Same house 1 year ago: With income: $65,000 to $74,999","Estimates: Same house 1 year ago: With income: $75,000 or more",Estimates: Moved within same county,Estimates: Moved within same county: No income,Estimates: Moved within same county: With income,"Estimates: Moved within same county: With income: $1 to $9,999 or loss","Estimates: Moved within same county: With income: $10,000 to $14,999","Estimates: Moved within same county: With income: $15,000 to $24,999","Estimates: Moved within same county: With income: $25,000 to $34,999","Estimates: Moved within same county: With income: $35,000 to $49,999","Estimates: Moved within same county: With income: $50,000 to $64,999","Estimates: Moved within same county: With income: $65,000 to $74,999","Estimates: Moved within same county: With income: $75,000 or more",Estimates: Moved from different county within same state,Estimates: Moved from different county within same state: No income,Estimates: Moved from different county within same state: With income,"Estimates: Moved from different county within same state: With income: $1 to $9,999 or loss","Estimates: Moved from different county within same state: With income: $10,000 to $14,999","Estimates: Moved from different county within same state: With income: $15,000 to $24,999","Estimates: Moved from different county within same state: With income: $25,000 to $34,999","Estimates: Moved from different county within same state: With income: $35,000 to $49,999","Estimates: Moved from different county within same state: With income: $50,000 to $64,999","Estimates: Moved from different county within same state: With income: $65,000 to $74,999","Estimates: Moved from different county within same state: With income: $75,000 or more",Estimates: Moved from different state,Estimates: Moved from different state: No income,Estimates: Moved from different state: With income,"Estimates: Moved from different state: With income: $1 to $9,999 or loss","Estimates: Moved from different state: With income: $10,000 to $14,999","Estimates: Moved from different state: With income: $15,000 to $24,999","Estimates: Moved from different state: With income: $25,000 to $34,999","Estimates: Moved from different state: With income: $35,000 to $49,999","Estimates: Moved from different state: With income: $50,000 to $64,999","Estimates: Moved from different state: With income: $65,000 to $74,999","Estimates: Moved from different state: With income: $75,000 or more",Estimates: Moved from abroad,Estimates: Moved from abroad: No income,Estimates: Moved from abroad: With income,"Estimates: Moved from abroad: With income: $1 to $9,999 or loss","Estimates: Moved from abroad: With income: $10,000 to $14,999","Estimates: Moved from abroad: With income: $15,000 to $24,999","Estimates: Moved from abroad: With income: $25,000 to $34,999","Estimates: Moved from abroad: With income: $35,000 to $49,999","Estimates: Moved from abroad: With income: $50,000 to $64,999","Estimates: Moved from abroad: With income: $65,000 to $74,999","Estimates: Moved from abroad: With income: $75,000 or more",Margins of error: Area Name,Margins of error: Total,Margins of error: 1 to 4 years,Margins of error: 5 to 17 years,Margins of error: 18 and 19 years,Margins of error: 20 to 24 years,Margins of error: 25 to 29 years,Margins of error: 30 to 34 years,Margins of error: 35 to 39 years,Margins of error: 40 to 44 years,Margins of error: 45 to 49 years,Margins of error: 50 to 54 years,Margins of error: 55 to 59 years,Margins of error: 60 to 64 years,Margins of error: 65 to 69 years,Margins of error: 70 to 74 years,Margins of error: 75 years and over,Margins of error: Same house 1 year ago,Margins of error: Same house 1 year ago: 1 to 4 years,Margins of error: Same house 1 year ago: 5 to 17 years,Margins of error: Same house 1 year ago: 18 and 19 years,Margins of error: Same house 1 year ago: 20 to 24 years,Margins of error: Same house 1 year ago: 25 to 29 years,Margins of error: Same house 1 year ago: 30 to 34 years,Margins of error: Same house 1 year ago: 35 to 39 years,Margins of error: Same house 1 year ago: 40 to 44 years,Margins of error: Same house 1 year ago: 45 to 49 years,Margins of error: Same house 1 year ago: 50 to 54 years,Margins of error: Same house 1 year ago: 55 to 59 years,Margins of error: Same house 1 year ago: 60 to 64 years,Margins of error: Same house 1 year ago: 65 to 69 years,Margins of error: Same house 1 year ago: 70 to 74 years,Margins of error: Same house 1 year ago: 75 years and over,Margins of error: Moved within same county,Margins of error: Moved within same county: 1 to 4 years,Margins of error: Moved within same county: 5 to 17 years,Margins of error: Moved within same county: 18 and 19 years,Margins of error: Moved within same county: 20 to 24 years,Margins of error: Moved within same county: 25 to 29 years,Margins of error: Moved within same county: 30 to 34 years,Margins of error: Moved within same county: 35 to 39 years,Margins of error: Moved within same county: 40 to 44 years,Margins of error: Moved within same county: 45 to 49 years,Margins of error: Moved within same county: 50 to 54 years,Margins of error: Moved within same county: 55 to 59 years,Margins of error: Moved within same county: 60 to 64 years,Margins of error: Moved within same county: 65 to 69 years,Margins of error: Moved within same county: 70 to 74 years,Margins of error: Moved within same county: 75 years and over,Margins of error: Moved from different county within same state,Margins of error: Moved from different county within same state: 1 to 4 years,Margins of error: Moved from different county within same state: 5 to 17 years,Margins of error: Moved from different county within same state: 18 and 19 years,Margins of error: Moved from different county within same state: 20 to 24 years,Margins of error: Moved from different county within same state: 25 to 29 years,Margins of error: Moved from different county within same state: 30 to 34 years,Margins of error: Moved from different county within same state: 35 to 39 years,Margins of error: Moved from different county within same state: 40 to 44 years,Margins of error: Moved from different county within same state: 45 to 49 years,Margins of error: Moved from different county within same state: 50 to 54 years,Margins of error: Moved from different county within same state: 55 to 59 years,Margins of error: Moved from different county within same state: 60 to 64 years,Margins of error: Moved from different county within same state: 65 to 69 years,Margins of error: Moved from different county within same state: 70 to 74 years,Margins of error: Moved from different county within same state: 75 years and over,Margins of error: Moved from different state,Margins of error: Moved from different state: 1 to 4 years,Margins of error: Moved from different state: 5 to 17 years,Margins of error: Moved from different state: 18 and 19 years,Margins of error: Moved from different state: 20 to 24 years,Margins of error: Moved from different state: 25 to 29 years,Margins of error: Moved from different state: 30 to 34 years,Margins of error: Moved from different state: 35 to 39 years,Margins of error: Moved from different state: 40 to 44 years,Margins of error: Moved from different state: 45 to 49 years,Margins of error: Moved from different state: 50 to 54 years,Margins of error: Moved from different state: 55 to 59 years,Margins of error: Moved from different state: 60 to 64 years,Margins of error: Moved from different state: 65 to 69 years,Margins of error: Moved from different state: 70 to 74 years,Margins of error: Moved from different state: 75 years and over,Margins of error: Moved from abroad,Margins of error: Moved from abroad: 1 to 4 years,Margins of error: Moved from abroad: 5 to 17 years,Margins of error: Moved from abroad: 18 and 19 years,Margins of error: Moved from abroad: 20 to 24 years,Margins of error: Moved from abroad: 25 to 29 years,Margins of error: Moved from abroad: 30 to 34 years,Margins of error: Moved from abroad: 35 to 39 years,Margins of error: Moved from abroad: 40 to 44 years,Margins of error: Moved from abroad: 45 to 49 years,Margins of error: Moved from abroad: 50 to 54 years,Margins of error: Moved from abroad: 55 to 59 years,Margins of error: Moved from abroad: 60 to 64 years,Margins of error: Moved from abroad: 65 to 69 years,Margins of error: Moved from abroad: 70 to 74 years,Margins of error: Moved from abroad: 75 years and over,Margins of error: Total,Margins of error: No income,Margins of error: With income,"Margins of error: With income: $1 to $9,999 or loss","Margins of error: With income: $10,000 to $14,999","Margins of error: With income: $15,000 to $24,999","Margins of error: With income: $25,000 to $34,999","Margins of error: With income: $35,000 to $49,999","Margins of error: With income: $50,000 to $64,999","Margins of error: With income: $65,000 to $74,999","Margins of error: With income: $75,000 or more",Margins of error: Same house 1 year ago,Margins of error: Same house 1 year ago: No income,Margins of error: Same house 1 year ago: With income,"Margins of error: Same house 1 year ago: With income: $1 to $9,999 or loss","Margins of error: Same house 1 year ago: With income: $10,000 to $14,999","Margins of error: Same house 1 year ago: With income: $15,000 to $24,999","Margins of error: Same house 1 year ago: With income: $25,000 to $34,999","Margins of error: Same house 1 year ago: With income: $35,000 to $49,999","Margins of error: Same house 1 year ago: With income: $50,000 to $64,999","Margins of error: Same house 1 year ago: With income: $65,000 to $74,999","Margins of error: Same house 1 year ago: With income: $75,000 or more",Margins of error: Moved within same county,Margins of error: Moved within same county: No income,Margins of error: Moved within same county: With income,"Margins of error: Moved within same county: With income: $1 to $9,999 or loss","Margins of error: Moved within same county: With income: $10,000 to $14,999","Margins of error: Moved within same county: With income: $15,000 to $24,999","Margins of error: Moved within same county: With income: $25,000 to $34,999","Margins of error: Moved within same county: With income: $35,000 to $49,999","Margins of error: Moved within same county: With income: $50,000 to $64,999","Margins of error: Moved within same county: With income: $65,000 to $74,999","Margins of error: Moved within same county: With income: $75,000 or more",Margins of error: Moved from different county within same state,Margins of error: Moved from different county within same state: No income,Margins of error: Moved from different county within same state: With income,"Margins of error: Moved from different county within same state: With income: $1 to $9,999 or loss","Margins of error: Moved from different county within same state: With income: $10,000 to $14,999","Margins of error: Moved from different county within same state: With income: $15,000 to $24,999","Margins of error: Moved from different county within same state: With income: $25,000 to $34,999","Margins of error: Moved from different county within same state: With income: $35,000 to $49,999","Margins of error: Moved from different county within same state: With income: $50,000 to $64,999","Margins of error: Moved from different county within same state: With income: $65,000 to $74,999","Margins of error: Moved from different county within same state: With income: $75,000 or more",Margins of error: Moved from different state,Margins of error: Moved from different state: No income,Margins of error: Moved from different state: With income,"Margins of error: Moved from different state: With income: $1 to $9,999 or loss","Margins of error: Moved from different state: With income: $10,000 to $14,999","Margins of error: Moved from different state: With income: $15,000 to $24,999","Margins of error: Moved from different state: With income: $25,000 to $34,999","Margins of error: Moved from different state: With income: $35,000 to $49,999","Margins of error: Moved from different state: With income: $50,000 to $64,999","Margins of error: Moved from different state: With income: $65,000 to $74,999","Margins of error: Moved from different state: With income: $75,000 or more",Margins of error: Moved from abroad,Margins of error: Moved from abroad: No income,Margins of error: Moved from abroad: With income,"Margins of error: Moved from abroad: With income: $1 to $9,999 or loss","Margins of error: Moved from abroad: With income: $10,000 to $14,999","Margins of error: Moved from abroad: With income: $15,000 to $24,999","Margins of error: Moved from abroad: With income: $25,000 to $34,999","Margins of error: Moved from abroad: With income: $35,000 to $49,999","Margins of error: Moved from abroad: With income: $50,000 to $64,999","Margins of error: Moved from abroad: With income: $65,000 to $74,999","Margins of error: Moved from abroad: With income: $75,000 or more"
"G010","2016",,,"Alabama","01",,,,,,,,,,,,,,,,,,"Alabama",4810126,233469,812874,137348,325722,327230,302335,299682,298587,313732,331891,340893,302411,268805,196864,318283,4141850,187865,705815,97767,232995,239903,241212,255364,263436,280561,301536,316546,281756,251171,186706,299217,383582,30728,69928,11167,52708,47447,33151,27328,21675,19180,18119,13957,12344,8841,5534,11475,146412,7598,18481,12750,23911,21182,13337,8981,7718,7173,7584,4760,3537,3921,1852,3627,122220,6344,16417,14993,13839,16731,13061,7241,5072,6238,3909,4646,4032,4245,2269,3183,16062,934,2233,671,2269,1967,1574,768,686,580,743,984,742,627,503,781,3962122,575074,3387048,731407,402069,594972,428579,452339,297013,118689,361980,3426595,490307,2936288,600249,345704,511216,376807,402868,264899,105998,328547,294970,42269,252701,68669,32733,50819,29348,28388,17964,7429,17351,124206,22543,101663,30625,13448,18346,12758,9833,8616,2324,5713,102883,15383,87500,29244,8902,12584,8906,10546,5089,2867,9362,13468,4572,8896,2620,1282,2007,760,704,445,71,1007,"Alabama",3913,4873,4114,3750,4515,4390,5678,6631,7490,4466,3698,7375,7279,5500,5233,2705,18249,5534,8034,4260,6054,5356,5770,5534,7599,5136,4042,7494,6723,5623,5131,3104,15840,3541,5692,1655,4676,4002,3896,3262,2911,2261,2515,1768,2039,1730,1018,1476,10428,1923,3038,2305,3559,3201,2049,1544,1566,1608,1758,1461,1051,1156,739,995,9811,1715,3168,1681,2159,2473,2723,1942,1393,1276,1013,1204,1102,1083,818,1068,2720,648,797,333,1073,982,715,422,417,366,427,652,329,410,357,514,4601,12609,12916,12059,12075,12349,8195,9306,6806,4867,9648,13029,11662,17077,10890,10317,11237,7621,8893,6822,4175,8780,10424,3942,9317,5220,3129,3867,2569,2896,2105,1447,2603,8567,2848,7498,2947,2340,2449,1966,1981,1837,1061,1381,7347,2180,6267,2928,1785,2095,1731,2021,1329,940,1552,2279,1375,1747,877,575,846,451,455,286,98,527
"G020","2016",,,"Alaska","02",,,,,,,,,,,,,,,,,,"Alaska",731760,42361,134801,18757,56890,64041,57588,49294,43079,44079,49045,54081,41912,31589,20508,23735,593897,32998,114708,13877,35330,43871,41821,39397,35513,37596,43701,48582,37794,28503,19210,20996,78966,5877,11417,1902,12920,11695,8848,6054,4757,3517,3586,2022,2767,921,1031,1652,21038,1626,3249,1241,1939,2365,3353,926,763,1592,793,1070,942,684,0,495,31300,1442,4298,1481,6063,4392,2862,2269,1875,930,893,2202,394,1375,267,557,6559,418,1129,256,638,1718,704,648,171,444,72,205,15,106,0,35,584670,32658,552012,108021,40098,80731,60922,73701,58115,28059,102365,472119,24151,447968,87233,31932,60530,46345,59214,48352,24410,89952,64048,2895,61153,10441,5461,11073,8977,9826,5972,1956,7447,16941,1936,15005,3836,863,2633,1579,1710,1476,669,2239,26070,2269,23801,5335,1371,5651,3209,2595,2270,983,2387,5492,1407,4085,1176,471,844,812,356,45,41,340,"Alaska",1282,1564,990,1539,1971,1767,2135,2987,3000,1322,1652,2687,2254,1946,1622,892,7921,2160,3218,1460,2565,2834,2155,2728,3201,1835,2016,2600,2040,1936,1677,1015,6119,1386,2185,712,2414,2035,1817,1350,1156,1104,989,750,987,450,563,699,2800,666,1049,540,627,784,954,425,300,887,351,457,450,437,155,327,3641,716,1296,434,1194,959,906,824,777,343,368,1238,227,681,197,391,1959,349,669,220,384,829,574,523,197,430,94,183,19,106,155,57,1134,2660,2675,4727,3039,4600,3705,4647,3242,2613,4422,5579,2087,5258,4333,2848,3691,3182,3628,2998,2419,4323,4705,849,4580,1621,1178,2085,1715,1773,1223,716,1512,2294,627,2156,818,363,960,528,616,631,332,984,2739,1129,2591,1138,412,1164,680,668,794,564,596,1612,643,1488,634,327,663,605,286,60,65,316
"G040","2016",,,"Arizona","04",,,,,,,,,,,,,,,,,,"Arizona",6851836,357087,1195100,195356,477884,481187,448300,440940,408375,423339,423174,414697,416571,391364,293012,485450,5586753,271485,996740,132643,314814,331390,339561,352284,337049,362252,363174,360215,366716,349280,266088,443062,811714,59856,142156,32346,109320,103808,73249,56096,46584,37649,37683,32625,26532,17473,13861,22476,126363,6176,17362,11393,16267,14439,10128,10129,7170,6228,7333,4847,4763,4091,1611,4426,273257,16668,31731,16808,30127,24749,20946,17943,14263,15112,13395,14973,15606,17840,9894,13202,53749,2902,7111,2166,7356,6801,4416,4488,3309,2098,1589,2037,2954,2680,1558,2284,5579306,866660,4712646,881046,484146,820261,630723,672330,437845,177264,609031,4559599,713610,3845989,684291,392563,661134,512426,554149,371452,149661,520313,634813,87138,547675,110615,62158,103614,82869,77674,42103,16752,51890,107178,22224,84954,30258,7252,15179,7853,8924,5576,3054,6858,232080,29212,202868,46864,19259,33623,24696,28118,16228,6709,27371,45636,14476,31160,9018,2914,6711,2879,3465,2486,1088,2599,"Arizona",4173,4286,1916,3229,3052,2567,2334,8046,8686,2516,2113,7702,7670,6893,6891,1579,30225,6203,10543,4270,7426,7708,6117,9122,8170,4505,4103,8020,7553,6927,6694,4080,24479,3832,9352,3121,6216,6958,5325,5571,3555,3571,3350,3543,2771,2275,1866,2508,8411,1869,3334,1663,2060,2357,1863,1798,1835,1720,1686,1386,1160,913,676,1124,14805,3513,4403,2203,3143,2956,2726,2721,2311,2300,1840,2230,2121,1819,1952,2437,6106,1112,2166,851,1819,1615,1130,1168,1029,917,753,760,923,820,539,748,1354,12822,12832,16575,11626,14901,12423,13066,11705,6333,10559,23081,12618,20717,14941,10858,12753,12106,10498,10360,5852,9049,18392,6100,15967,6305,4841,6440,5112,5497,3515,2139,3868,6193,2395,5674,2755,1474,2303,1570,1922,1130,921,1905,10839,3394,9673,3888,2465,3887,3022,3441,2504,1576,2719,4800,2676,3853,1793,869,1495,824,1205,684,595,811
"G050","2016",,,"Arkansas","05",,,,,,,,,,,,,,,,,,"Arkansas",2949650,150118,518644,95031,195409,194652,187926,185307,179659,186057,192978,195113,183126,165705,118583,201342,2484705,118134,433330,66683,135199,138586,148261,151567,149628,162352,174032,181093,169391,156030,111559,188860,276078,21615,58156,11213,33280,34326,22654,18353,19189,13598,12328,7476,7702,5055,3104,8029,108733,7242,15696,9169,18336,14139,9266,7071,6422,5919,3626,3489,2817,1989,1616,1936,71083,3104,9803,6855,7137,6788,7065,7383,3979,3814,2702,2859,2899,2437,1846,2412,9051,23,1659,1111,1457,813,680,933,441,374,290,196,317,194,458,105,2400908,343253,2057655,410204,252419,399771,289682,284484,172500,65581,183014,2033967,281688,1752279,328333,213508,334011,246764,253883,151122,59110,165548,209073,27153,181920,46783,24815,38052,26803,18879,14276,3342,8970,89433,18026,71407,20893,8890,16882,10467,6173,3162,1401,3539,60190,13680,46510,12390,4796,9672,5351,5191,3405,1579,4126,8245,2706,5539,1805,410,1154,297,358,535,149,831,"Arkansas",3135,3813,3218,4020,4271,3739,3125,5863,5814,2990,3473,5145,5473,4074,4103,1771,17957,3691,6404,4206,5095,4783,4278,6072,5587,3201,3940,4947,5436,4252,3935,2313,14350,2702,5705,1799,3478,3116,3074,2316,3015,2179,1822,1264,1636,1187,844,1470,7972,1680,2622,1308,2173,2388,1835,1626,1412,1133,1247,781,762,649,771,631,6657,1059,1948,1591,1645,1312,1735,1742,1360,1233,927,636,720,691,682,711,1843,41,744,540,779,625,440,546,290,279,245,161,293,215,280,161,3547,9074,9730,10578,8546,10914,7933,7444,6925,3879,6640,14634,7863,15234,9423,8099,10076,7325,7935,6241,3446,6450,10732,3295,9120,3495,2288,4304,3135,2621,2561,938,1532,5506,2417,4675,2345,1910,2607,1925,1399,1136,682,1189,5193,2790,4470,1628,1012,1871,1277,1406,1094,898,1068,1781,923,1524,761,537,817,282,275,410,145,510
